companyName,industry,revenue,totalExpenses,accountsReceivable,accountsPayable,currentAssets,currentLiabilities,previousCashBalance,availableCash,monthlyExpenses,cashFlowStatus
Beta Solutions 227,technology,93892.82,56930.71,32137.99,18384.88,151928.51,29625.32,64827.81,113710.21,60265.31,stable
Prime Inc 228,manufacturing,14843.57,8707.82,2270.09,3195.32,18085.76,4670.19,8242.61,14105.28,8333.28,stable
Nova LLC 229,manufacturing,29537.31,26242.89,6821.41,10521.33,29123.45,20150.78,25229.58,24648.24,27286.12,tight
Omega Corp 230,technology,19340.6,11559.58,6778.58,3152.78,26539.68,7140.83,21560.36,32610.25,12244.65,stable
Alpha LLC 231,technology,78923.32,49780.62,17949.32,13783.77,58591.48,24417.92,58555.43,88633.05,47124.25,stable
Omega Tech 232,retail,54315.01,42472.27,8769.65,12699.53,72959.18,27387.06,43369.64,55865.31,39345.88,tight
Delta LLC 233,services,37045.38,19285.54,7531.28,6169.56,48810.85,11097.81,25221.25,39704.28,18068.26,stable
Nexus Tech 234,manufacturing,329078.32,211200.53,110477.85,38543.42,282189.78,111171.08,308284.6,480481.5,214789.33,stable
Alpha Corp 235,services,83602.26,60171.39,15758.46,14669.22,125863.6,28553.88,32656.71,55618.64,59417.06,tight
Beta Group 236,services,96328.37,60711.58,18439.17,12237.48,140143.0,29914.48,33111.04,71135.17,57749.35,tight
Core LLC 237,manufacturing,31271.16,23946.04,9154.57,6363.8,34428.66,12240.22,27431.2,35045.14,24054.48,tight
Alpha Inc 238,healthcare,32305.92,22488.25,9164.63,9939.95,45844.01,14368.31,25243.54,32846.66,23515.59,critical
Core LLC 239,technology,80162.3,41663.12,23163.37,13532.99,111461.58,25882.28,53437.97,96505.47,44035.04,stable
Beta Holdings 240,technology,89390.53,62770.24,24780.28,17501.25,82274.51,38699.25,53687.36,86065.52,65298.34,stable
Core Group 241,services,12204.87,5889.45,2356.2,1883.34,10817.34,3875.6,4230.53,12396.47,6252.72,stable
Vertex Solutions 242,healthcare,62197.86,41838.2,24407.71,14673.62,98000.6,24675.97,56755.58,81257.3,42535.63,stable
Alpha Tech 243,technology,78717.59,36906.65,25796.39,10351.8,138642.12,20673.78,53474.5,104541.58,38897.09,stable
Alpha Group 244,manufacturing,55447.44,29760.38,11786.23,8461.26,71463.45,18607.9,38854.31,65635.22,29366.05,stable
Nexus Tech 245,manufacturing,34358.26,24925.66,8824.4,8983.71,45512.61,13062.16,37934.97,49679.05,26331.38,tight
Alpha Corp 246,services,34996.78,16982.96,9607.39,2857.53,49737.56,5710.2,33729.65,54132.91,18058.49,stable
Delta Inc 247,manufacturing,57172.19,30922.53,11916.5,9648.58,65691.42,17195.39,28443.1,55160.45,31844.8,stable
Delta LLC 248,retail,64385.26,51073.53,10125.12,16047.22,45805.63,26561.62,57396.23,56290.23,50510.06,tight
Omega Holdings 249,retail,97132.69,89323.85,13631.79,33677.39,100711.62,55442.17,40701.49,27907.23,86203.57,critical
Flux Group 250,retail,142156.66,122420.31,20875.67,54451.75,219930.85,75684.12,67475.72,57915.23,118996.06,tight
Omega Group 251,healthcare,56774.55,35734.73,15242.1,13891.03,89329.86,24540.05,53523.31,69343.21,33632.7,stable
Core Tech 252,services,37410.79,20602.41,10121.05,6204.14,63522.09,12754.37,15461.93,37461.72,19109.68,stable
Vertex Inc 253,manufacturing,93473.64,72069.72,19749.33,14474.19,80771.88,39551.58,51613.76,69966.69,71082.86,tight
Nexus Solutions 254,technology,126885.48,87521.83,44575.32,28573.98,172216.75,55935.99,140621.37,177572.83,81117.59,stable
Beta Group 255,technology,54995.35,31485.78,14789.96,12603.43,74444.97,20446.39,53042.13,73425.87,33403.08,stable
Gamma Group 256,healthcare,135217.02,88260.78,43097.01,37927.79,139091.03,71796.28,153675.98,202481.85,90378.44,stable
Alpha LLC 257,services,117984.41,67728.85,30753.36,26928.53,113456.92,49386.26,129033.65,173524.26,71453.04,stable
Core LLC 258,technology,218756.26,140946.87,76497.8,29132.39,356950.54,68868.18,127167.71,234933.19,139693.38,stable
Alpha LLC 259,technology,322875.15,190287.72,100231.2,69221.49,478593.06,107604.92,280623.61,432567.56,181883.18,stable
Prime Solutions 260,manufacturing,32931.25,22735.51,9486.09,9413.56,47264.41,16512.58,21103.2,28851.31,21972.61,stable
Beta Group 261,technology,78706.64,55912.14,22476.44,19809.96,82843.45,36467.87,72992.06,96746.21,59085.57,stable
Gamma Inc 262,services,54375.1,35167.73,10852.27,12510.06,65595.46,23793.01,33365.18,51695.91,33040.19,stable
Beta Solutions 263,retail,55356.04,43631.24,6472.16,13091.5,35427.25,28156.54,16672.45,19068.76,45015.33,stable
Nexus Holdings 264,technology,46302.62,34149.52,15983.82,11648.16,45151.97,24582.71,17805.41,37316.35,32650.71,tight
Nova Tech 265,services,16418.92,8522.81,2714.53,2031.11,19433.11,5331.68,16318.95,23736.96,8322.58,tight
Apex Group 266,technology,83826.78,61179.96,31372.83,10807.01,99245.05,29622.69,31485.73,61299.25,56315.39,tight
Core Holdings 267,retail,32380.62,25690.83,4345.75,10233.03,51805.05,20290.7,27182.9,29189.48,25604.87,tight
Apex Group 268,technology,83379.61,71846.71,25099.38,31105.55,106101.4,58253.24,89382.99,84581.48,67574.45,tight
Omega Holdings 269,technology,41238.58,20809.05,13936.02,8470.25,38001.37,11605.21,39877.34,64207.14,22006.47,stable
Peak Group 270,technology,32294.03,17595.48,9726.74,4401.93,26449.96,9846.05,21704.65,39370.53,16462.97,stable
Peak Corp 271,technology,93882.84,59475.14,26766.43,10590.09,141797.12,22164.98,45790.77,98453.55,57099.64,stable
Nova Tech 272,technology,87825.0,55485.97,26215.66,12986.02,85190.74,25403.68,99267.17,152904.48,51178.47,stable
Zen Solutions 273,technology,123721.68,93534.97,42645.74,37680.62,127743.05,58667.53,100184.84,118043.05,100911.17,tight
Nexus Holdings 274,manufacturing,378511.3,244718.92,82082.97,84854.9,431754.44,151120.48,251663.85,379466.89,250256.92,stable
Peak Group 275,healthcare,89693.46,64793.97,30826.58,28509.88,99357.82,38405.0,102954.82,122012.18,66282.44,tight
Flux Holdings 276,retail,88262.04,74404.64,13284.7,18809.81,111836.08,34356.6,43558.73,48142.09,74629.17,tight
Prime Corp 277,retail,25284.6,20388.79,4885.73,6431.47,29808.57,9638.23,17650.01,19363.98,21589.47,tight
Flux LLC 278,manufacturing,23524.18,14658.4,5763.61,5672.97,20147.48,10255.76,9357.48,17851.04,13823.89,stable
Nova Corp 279,services,191167.07,126671.26,55517.78,27892.71,301117.92,75055.19,78835.82,152429.5,132606.61,stable
Delta Corp 280,services,25741.39,16689.33,4946.8,7330.4,28779.7,13996.91,16956.8,22884.35,17509.44,stable
Beta Corp 281,technology,33765.98,21879.23,9728.51,7170.25,47236.92,12905.65,31392.04,43609.37,20255.37,stable
Omega Solutions 282,technology,75439.41,46496.92,21986.7,7084.7,60003.81,17083.18,45641.19,86753.68,43764.21,stable
Nexus Inc 283,technology,72418.01,44760.75,16957.98,7051.88,98529.63,23312.38,66670.79,100613.15,45098.42,stable
Nova Solutions 284,technology,37811.14,22448.52,9383.35,9308.61,38983.8,13310.95,38744.0,51531.88,20976.58,stable
Peak Tech 285,manufacturing,51602.82,38767.28,11531.51,13319.83,62843.84,28577.08,56237.79,67307.79,37417.35,tight
Nova Inc 286,retail,160091.46,120467.35,33105.55,45647.7,160813.81,85246.45,54470.73,82526.88,118610.67,tight
Gamma Holdings 287,technology,40846.21,21735.0,12186.21,8372.43,73302.79,14370.93,40697.47,64205.44,20542.94,stable
Alpha Group 288,retail,19634.86,13079.03,2469.43,3611.62,16819.42,5889.5,8490.66,13571.5,13506.24,critical
Omega Tech 289,manufacturing,139998.23,89576.06,43585.19,34897.34,241383.04,48741.23,129979.41,184213.68,89505.28,critical
Vertex Group 290,technology,115404.87,71293.73,43572.13,30746.12,207212.38,51145.61,73223.95,119584.6,72888.62,stable
Core LLC 291,services,32801.34,17970.0,8619.18,3623.67,38829.23,8178.4,30735.31,44364.39,17896.11,stable
Zen LLC 292,technology,21952.38,13549.61,5649.35,5138.57,23299.12,10025.45,10810.27,21744.57,13359.88,stable
Zen Tech 293,services,29701.14,17525.61,5204.76,4247.11,31372.52,9690.15,26151.61,37999.13,17504.26,stable
Gamma Inc 294,technology,74503.45,40963.06,29107.51,10095.26,140068.42,20662.67,30767.14,80833.97,43581.52,stable
Nova Solutions 295,services,136923.43,91362.55,29035.57,25017.48,182224.99,43884.01,61994.96,99719.39,89842.84,stable
Core Inc 296,services,23514.53,12429.39,4388.25,5085.06,28955.77,8442.3,20058.27,28647.74,12712.3,stable
Nova Holdings 297,services,50363.58,25953.65,11881.64,4064.78,38872.39,9015.4,30373.99,59021.99,27340.46,stable
Vertex Group 298,services,92480.7,54433.3,23153.93,15251.0,147803.39,32492.92,86321.51,128658.37,55487.89,stable
Beta Corp 299,healthcare,12000.0,6036.95,3857.13,2137.17,10862.8,3956.9,10999.72,17435.31,5772.35,stable
Alpha Corp 300,manufacturing,150593.45,95891.47,39300.67,17560.09,121671.13,51363.55,129430.64,197448.9,90091.34,stable
Nova Inc 301,healthcare,27899.42,20324.33,11057.32,7879.26,32675.41,13212.0,26713.32,33498.48,20619.85,tight
Omega Solutions 302,technology,101514.88,46798.99,24565.14,20243.88,123622.21,30523.84,102991.08,145841.9,48501.69,stable
Apex Solutions 303,manufacturing,80230.31,63334.29,20107.1,11227.93,132051.57,33971.2,89880.49,115300.76,66057.53,tight
Prime Inc 304,manufacturing,156839.66,128748.25,30470.89,25219.78,232806.41,66773.18,58417.17,76284.21,132740.53,tight
Vertex Group 305,services,83732.21,43577.89,12628.57,19271.41,71042.85,33507.32,68191.02,94612.39,40115.74,stable
Flux Corp 306,manufacturing,11000.0,7956.8,2440.29,1665.81,12033.17,3909.79,10712.89,14118.89,8305.42,tight
Flux Solutions 307,retail,31957.96,26829.57,5556.08,4659.81,46469.95,14559.78,15827.09,22126.34,27278.69,tight
Delta Solutions 308,manufacturing,73561.3,48745.9,17205.9,21236.53,92760.15,31324.29,39521.47,65240.18,52553.39,stable
Zen Tech 309,retail,51226.7,41976.28,6023.19,17537.14,40575.18,28048.97,27676.14,26158.62,43753.31,tight
Gamma Tech 310,technology,114056.91,62310.22,34511.08,21604.05,136712.37,43353.94,92967.75,162003.05,61614.41,stable
Zen LLC 311,manufacturing,123847.15,81961.03,23859.38,25852.91,163303.32,40871.47,77968.41,116708.89,84271.02,stable
Omega Inc 312,retail,97417.52,66833.59,16701.28,28455.73,160219.27,51982.98,87625.63,103149.44,68073.34,stable
Apex Tech 313,technology,65574.64,41142.3,23381.91,14262.23,99567.31,24060.22,55687.01,91259.13,40071.9,stable
Flux Inc 314,retail,13669.61,11518.53,1996.31,4002.91,9052.49,6092.09,12185.1,10837.38,11580.32,tight
Beta Corp 315,retail,41590.0,30579.92,5817.09,12326.94,55933.38,17519.02,21921.5,24184.77,29133.52,tight
Core LLC 316,retail,83541.14,54159.73,14091.05,18737.84,76819.16,38276.35,82758.72,104310.3,50588.05,stable
Zen Solutions 317,retail,25025.29,16601.36,1215.64,4998.72,35304.06,10720.45,22463.5,27942.47,17220.33,stable
Gamma Holdings 318,healthcare,119055.06,81144.11,44864.81,21658.7,150096.38,39673.53,49715.57,91266.38,79639.75,stable
Zen Tech 319,retail,123836.15,111146.58,37781.7,33448.47,124419.34,53353.77,59460.62,67253.54,115694.04,tight
Zen LLC 320,services,59643.06,34682.32,11562.77,10638.58,69294.1,17984.59,34048.35,60500.0,34617.6,stable
Vertex Inc 321,services,9000.0,4671.43,1746.39,1206.4,8543.18,2155.85,10281.94,15073.06,4902.98,stable
Flux LLC 322,manufacturing,23690.74,18035.63,6803.51,5129.98,24235.67,11140.6,14065.54,20667.07,18727.07,tight
Vertex Solutions 323,retail,270750.04,197874.99,62886.2,77282.37,353471.88,117627.25,86069.05,157028.1,206237.38,tight
Core Inc 324,manufacturing,42534.89,28487.2,12707.23,7832.67,66613.66,13644.76,18182.1,35695.99,28165.09,stable
Gamma Tech 325,services,11018.43,5215.28,1016.12,822.28,15725.22,1646.65,3624.56,9688.96,5600.11,stable
Flux Group 326,healthcare,193014.28,147207.34,72992.2,34579.86,246255.31,78626.49,127882.64,191952.09,144975.79,tight
Nexus Solutions 327,services,54465.57,18892.11,17897.19,4147.24,48768.48,10235.13,55415.34,96450.54,19778.21,stable
Nova Solutions 328,manufacturing,159414.43,121765.32,44814.91,47254.03,201674.73,85411.95,112449.7,158467.43,121562.49,tight
Flux Group 329,manufacturing,82197.25,54488.59,15804.06,15517.69,92558.33,31436.52,86725.88,108203.0,52179.02,stable
Alpha Solutions 330,retail,86409.02,61970.19,14178.98,14506.8,74404.25,38769.29,29618.97,54400.29,63248.4,tight
Omega LLC 331,healthcare,96060.07,75444.15,27469.88,29665.51,161583.65,49898.47,69427.47,80508.5,75071.27,tight
Peak Solutions 332,technology,135992.49,73826.17,49180.35,11499.54,249653.43,38448.61,137130.45,236258.26,71039.32,stable
Beta Solutions 333,healthcare,444304.72,264625.43,134271.5,53527.18,379415.38,135958.65,403095.46,590311.95,259651.82,stable
Omega Group 334,services,117177.43,63225.25,23870.47,25169.11,175702.7,35983.19,125091.94,177178.89,59785.16,stable
Nexus Inc 335,technology,21984.5,13918.56,5652.46,4387.07,30840.46,9293.67,12013.46,20369.58,15003.19,stable
Delta Tech 336,manufacturing,94149.52,62576.62,20964.99,23910.21,92653.84,42438.97,70684.23,93945.1,64010.21,stable
Nova Tech 337,technology,193987.48,91967.77,72610.97,36920.72,292817.04,65741.71,176371.61,291483.12,87164.04,stable
Nova Holdings 338,healthcare,188053.58,109211.02,66791.53,47243.49,185010.13,68545.85,84932.7,186768.8,113834.37,stable
Prime Tech 339,technology,55330.54,38870.07,15052.11,6570.11,46557.68,16651.94,57224.28,79322.6,39503.68,tight
Prime Group 340,services,136843.75,76082.68,19532.89,29654.78,223907.53,57816.45,79413.58,125212.59,78791.85,stable
Apex LLC 341,technology,163498.35,103999.17,33748.5,37713.2,219543.1,58914.25,62779.54,97289.25,105405.01,stable
Apex Group 342,services,421954.78,223250.5,57991.76,47353.14,375817.65,80847.69,417368.62,586841.88,207550.35,stable
Zen Corp 343,services,29573.62,14705.19,6080.28,6316.04,34176.22,9468.5,27637.03,42856.6,14006.97,stable
Prime Group 344,manufacturing,43887.71,36611.38,13122.94,9931.22,76764.0,19885.33,48070.73,50538.83,38185.63,tight
Zen Holdings 345,healthcare,56242.41,35710.82,18109.07,14865.81,70905.22,27554.56,62027.91,84030.17,37164.1,stable
Apex Corp 346,healthcare,48540.02,29829.32,20800.72,9889.44,88778.32,19161.07,26729.69,56929.2,31040.99,stable
Nova Inc 347,services,26439.72,16860.38,4339.42,5193.41,40530.36,11596.41,23193.63,31847.51,15552.6,stable
Gamma Solutions 348,retail,10000.0,6922.11,1380.99,1369.59,9822.56,3196.27,11992.11,14944.46,7260.08,critical
Apex Solutions 349,manufacturing,46515.95,30348.02,9118.11,12876.61,64751.61,20393.93,24161.59,32502.53,30052.45,stable
Beta Tech 350,technology,104594.97,62842.72,36559.92,19921.05,157942.23,32983.2,75892.96,124879.07,64789.95,stable
Apex Inc 351,manufacturing,44388.37,31072.82,15752.35,4717.71,72179.36,11072.59,49677.23,72553.74,29939.68,tight
Nova Solutions 352,technology,366102.71,227265.18,77580.52,35336.41,394599.53,111249.22,143794.78,298508.47,237065.9,stable
Peak Inc 353,manufacturing,66570.1,57738.48,15490.32,22130.57,52252.76,31951.3,75585.35,79789.47,62193.88,tight
Vertex Corp 354,manufacturing,185004.13,134479.48,57950.51,26705.06,182095.54,55036.98,136780.96,211150.85,129176.44,tight
Delta Solutions 355,manufacturing,81181.81,41382.89,14422.17,13640.69,105066.02,29013.35,89603.35,139444.56,43264.64,stable
Prime Group 356,manufacturing,127571.98,92630.51,35507.64,32821.27,198174.7,60075.96,109614.22,138299.38,94185.97,tight
Nexus Solutions 357,healthcare,89833.64,58664.1,36928.24,13716.23,149763.66,23199.1,81235.84,131184.55,56534.32,stable
Vertex Inc 358,healthcare,214775.65,140350.73,76011.56,45023.69,308759.97,90786.98,213849.36,300333.5,135732.79,stable
Flux Inc 359,manufacturing,68875.9,49568.32,19113.97,11008.01,59389.71,24722.11,24824.42,50607.08,51405.42,tight
Flux Group 360,manufacturing,97949.44,68339.89,33111.33,29652.31,83779.46,54502.77,84725.44,111847.02,65981.85,stable
Core Corp 361,services,72236.87,39426.23,21484.79,16087.92,114102.69,28728.3,81739.16,115461.44,36573.63,stable
Nexus Inc 362,technology,61804.77,40113.99,18349.94,9483.46,83206.41,15545.15,71725.14,97953.98,42514.16,tight
Core Inc 363,technology,107618.74,59904.2,29420.93,18489.09,167464.8,30555.88,126074.21,186108.31,60756.75,stable
Nexus LLC 364,technology,465037.47,243765.71,118119.98,73175.99,426341.45,125461.53,409814.08,701009.94,253846.83,stable
Zen Solutions 365,healthcare,57872.87,51616.96,23082.49,22608.59,75597.67,39412.91,50346.98,45894.97,52469.45,tight
Prime Corp 366,retail,83748.36,58015.12,6818.06,15560.16,125671.16,31649.41,66765.75,80446.81,58167.89,stable
Delta Holdings 367,healthcare,196524.96,129315.67,66301.88,41208.8,198287.65,84770.32,166416.95,268712.28,134901.74,stable
Prime Holdings 368,healthcare,178889.61,94873.6,63529.87,40663.96,163981.2,67059.39,152218.27,248943.48,87771.84,critical
Delta Group 369,retail,60437.99,45891.62,7545.68,9125.24,77258.92,19765.04,20438.16,33796.21,44510.37,tight
Beta Group 370,services,9000.0,4278.08,1925.92,1348.22,11776.75,2100.8,3419.86,8897.28,4365.33,stable
Beta Holdings 371,healthcare,108627.93,66762.96,51948.66,12130.95,209679.73,25527.31,93145.72,153049.28,71505.53,critical
Prime Solutions 372,retail,10141.8,8454.26,1459.61,2834.29,15723.73,4949.5,5910.59,5416.95,8310.4,tight
Apex Inc 373,retail,194065.26,152877.0,24884.93,39702.92,267355.97,83710.64,110866.17,125893.24,164502.77,tight
Delta Solutions 374,retail,68567.85,54543.86,13766.13,24015.16,49363.63,44995.97,32507.78,39699.68,56771.71,tight
Vertex Corp 375,technology,173182.89,79370.34,54029.46,21796.9,223815.7,38459.12,176813.32,293376.0,79178.54,stable
Peak Group 376,technology,37823.1,28252.03,14068.94,5392.08,66873.84,14334.44,44173.44,61031.22,27931.8,tight
Delta Group 377,services,15562.72,7075.58,3240.69,2831.65,17770.84,4162.82,13461.47,21486.19,6656.08,stable
Vertex Inc 378,retail,73762.33,64341.77,10148.14,25496.07,117999.42,46628.37,84891.44,79916.36,65527.66,tight
Flux Corp 379,retail,58286.0,48477.84,3544.59,17377.26,70718.51,24786.38,63852.07,58619.79,45005.69,tight
Zen Corp 380,healthcare,48488.84,33757.28,13044.14,12646.95,42596.01,23246.06,24056.97,38504.29,33374.2,stable
Alpha Corp 381,manufacturing,70476.82,44513.25,11150.5,10211.99,82280.79,18705.31,30881.06,57011.18,42645.18,stable
Flux Holdings 382,services,450000.0,252957.23,98535.13,86667.21,636562.84,136014.39,220692.65,463932.1,271424.57,stable
Peak Inc 383,healthcare,140076.22,85772.35,39485.74,13844.17,118680.49,38694.73,54151.85,131172.6,83895.85,critical
Nexus Solutions 384,manufacturing,152498.35,107103.12,47698.26,22391.73,176505.92,48509.14,125748.81,176781.24,106918.97,tight
Apex Tech 385,retail,117612.37,85858.23,17819.72,36891.89,160963.52,59886.99,65202.54,84376.36,84147.84,tight
Gamma LLC 386,services,175994.71,68094.32,33050.16,25315.46,148691.24,40788.01,197400.07,316567.77,64141.68,tight
Alpha Inc 387,healthcare,61713.88,45652.4,18995.98,10007.09,71350.33,27736.96,52584.36,69117.05,44575.6,tight
Flux LLC 388,services,10413.21,5659.7,2406.63,1038.07,14797.41,2298.28,6494.19,11388.17,5912.35,stable
Peak Tech 389,technology,66936.21,37565.67,17388.36,16328.89,102768.24,27054.33,79398.16,112210.22,38294.12,stable
Zen LLC 390,services,103159.13,52113.29,15549.29,9570.93,120618.08,28518.75,119445.39,165921.32,51591.45,stable
Omega Corp 391,manufacturing,30317.18,22091.43,9380.67,5017.43,53548.48,11999.32,30340.03,37545.54,23224.52,tight
Flux Tech 392,technology,67593.8,35723.29,21476.65,7315.78,117820.17,15556.94,68439.75,110717.61,32889.14,stable
Prime Group 393,manufacturing,37869.24,19676.32,9022.48,2995.51,45885.8,8664.44,44668.4,67708.46,20704.53,stable
Flux LLC 394,healthcare,238934.55,163089.65,91290.12,39833.09,249052.49,67680.28,200803.13,302661.63,151596.02,stable
Nova Tech 395,technology,141765.54,90946.6,42592.97,40221.47,223050.81,66270.54,154810.51,200596.27,96334.6,stable
Nova Tech 396,manufacturing,110917.58,75870.89,29853.54,19162.79,112280.78,38725.89,39746.75,83577.54,81304.12,critical
Gamma Group 397,services,88602.96,40595.02,14101.83,12230.93,133079.78,26012.27,70763.31,116038.76,42668.09,stable
