companyName,industry,revenue,numDepartments,fiscalQuarter,yoyGrowth,operatingMargin,headcount,prevUtilization,totalBudget,remainingBudget,approvedDepartments
Company 1257,healthcare,56998.91,5,4,0.01,34.49,169,101.62,41271.69,8432.37,4
Company 1258,services,105168.44,3,3,9.05,24.46,390,63.1,91649.94,46475.75,3
Company 1259,manufacturing,26366.69,6,2,5.26,23.17,70,100.69,14430.87,12266.24,6
Company 1260,services,135074.48,3,4,14.28,7.1,449,104.68,125313.07,40867.43,1
Company 1261,technology,86947.78,6,2,12.96,13.38,245,52.85,44646.81,37949.79,5
Company 1262,retail,20878.18,7,2,7.01,18.41,264,79.23,29685.61,25232.77,6
Company 1263,retail,157410.18,6,4,-11.41,23.92,289,59.45,135789.55,78705.04,4
Company 1264,services,357637.24,7,4,26.49,20.38,27,84.19,127083.6,62580.98,7
Company 1265,manufacturing,133448.0,7,3,3.3,27.89,162,104.42,51405.77,38484.96,6
Company 1266,services,187510.07,3,2,4.03,12.88,357,99.33,99440.26,80150.18,1
Company 1267,technology,64106.25,4,4,0.89,26.06,480,100.87,99488.89,35643.51,3
Company 1268,services,15847.96,6,1,-0.86,29.5,492,61.73,69127.35,58758.25,2
Company 1269,manufacturing,13693.87,4,3,23.53,27.95,272,79.83,37981.74,21269.96,3
Company 1270,manufacturing,73428.37,6,3,21.63,28.13,136,62.92,53397.35,30541.85,6
Company 1271,services,37287.63,6,4,10.33,31.66,244,99.47,39577.12,15837.76,2
Company 1272,retail,28806.0,7,2,3.71,7.53,237,60.51,42573.09,31620.5,2
Company 1273,retail,56942.81,4,4,12.43,25.92,204,58.47,66505.73,15282.36,3
Company 1274,manufacturing,97975.06,4,1,5.89,34.06,187,50.67,47670.39,40519.83,3
Company 1275,technology,18728.35,3,4,2.72,22.21,435,60.01,69413.51,19753.39,2
Company 1276,retail,41810.3,4,1,9.06,11.52,201,60.44,47669.24,40518.86,4
Company 1277,technology,200365.11,4,3,-0.29,34.96,24,54.26,74115.1,40658.04,1
Company 1278,technology,25330.62,5,1,8.03,10.24,363,97.73,48608.42,41317.16,1
Company 1279,services,120067.45,5,4,7.45,15.07,335,92.9,76177.51,32665.18,3
Company 1280,manufacturing,40628.11,7,4,12.24,10.16,195,64.0,35048.47,11448.96,3
Company 1281,retail,92654.7,6,1,-2.43,18.94,318,93.08,96836.36,82310.91,5
Company 1282,retail,144042.26,6,4,13.52,17.57,471,73.22,90946.03,32420.56,4
Company 1283,retail,108339.53,3,2,-5.88,19.74,462,92.65,128354.48,99207.45,2
Company 1284,manufacturing,123912.09,5,3,-1.87,32.84,396,67.77,49096.46,28115.46,1
Company 1285,services,23830.59,6,1,-1.35,19.35,295,81.06,38573.58,32787.54,6
Company 1286,services,145936.63,4,1,-7.86,20.44,23,70.99,56769.47,48254.05,2
Company 1287,retail,30267.98,5,1,17.19,31.6,260,60.32,31504.73,26779.02,5
Company 1288,retail,73690.81,6,3,-6.63,29.53,411,82.21,65620.78,41949.27,4
Company 1289,manufacturing,73614.47,6,3,-3.39,12.19,423,91.3,84579.78,38215.35,5
Company 1290,manufacturing,88264.92,7,4,20.06,5.39,388,91.42,63233.42,13815.34,5
Company 1291,manufacturing,78398.91,5,1,-1.85,23.88,493,69.6,122858.03,104429.32,3
Company 1292,healthcare,30483.84,4,3,2.74,30.35,263,78.53,60239.71,40407.17,3
Company 1293,manufacturing,20335.15,4,1,-7.14,21.59,63,92.01,14828.73,12604.42,2
Company 1294,retail,120316.25,6,2,15.0,11.34,253,53.0,109685.06,78756.55,4
Company 1295,retail,69471.21,5,1,15.16,27.24,166,53.95,40223.46,34189.94,4
Company 1296,retail,150166.73,5,1,13.87,25.09,419,70.69,71936.42,61145.95,4
Company 1297,technology,57769.35,3,3,11.45,21.95,390,62.29,77351.62,38666.21,3
Company 1298,technology,19455.18,5,4,5.88,30.9,218,70.61,35253.33,14624.82,4
Company 1299,healthcare,129690.19,4,3,-1.29,28.53,200,55.16,60235.02,38610.86,2
Company 1300,retail,44520.43,5,4,-4.78,25.04,88,82.56,30784.22,7881.0,5
Company 1301,technology,78716.08,7,3,20.48,24.94,31,86.95,26864.32,16662.68,6
Company 1302,manufacturing,35668.83,6,1,14.18,24.87,163,93.55,24784.18,21066.55,5
Company 1303,healthcare,223114.72,5,2,-3.32,20.75,128,85.78,158080.9,108384.3,5
Company 1304,retail,29695.42,7,4,5.48,18.92,139,71.8,31472.65,10489.66,5
Company 1305,services,45709.26,7,1,1.4,26.29,499,101.42,83741.62,71180.38,6
Company 1306,services,65248.54,5,1,-8.54,23.31,343,89.95,62882.42,53450.06,5
Company 1307,manufacturing,24990.58,6,4,7.13,19.7,280,79.02,34034.67,6914.37,5
Company 1308,healthcare,77996.22,4,1,0.01,8.8,97,61.38,47786.67,40618.67,2
Company 1309,technology,217407.42,7,4,-6.43,26.06,422,85.69,159988.44,62539.67,3
Company 1310,services,40442.25,4,4,-12.75,24.38,325,82.54,55430.73,25851.09,1
Company 1311,retail,82134.57,4,3,-13.77,15.27,262,87.58,41825.08,21184.26,1
Company 1312,services,10000.0,3,3,0.54,15.69,238,92.96,40307.15,20813.15,1
Company 1313,manufacturing,58038.2,7,1,3.98,12.4,280,100.33,53021.09,45067.93,2
Company 1314,technology,46609.8,4,2,-5.5,33.86,421,102.2,111106.33,89251.41,2
Company 1315,technology,31107.43,7,4,12.81,30.81,362,84.66,54441.85,18932.77,7
Company 1316,healthcare,142224.26,3,4,4.21,21.83,247,103.13,102263.3,39713.41,3
Company 1317,manufacturing,46120.14,5,2,11.92,17.05,337,100.13,65800.56,45401.4,3
Company 1318,technology,51949.01,5,4,2.81,27.1,465,50.14,103386.67,38433.82,5
Company 1319,healthcare,44278.11,5,4,-4.45,20.83,169,85.07,35873.07,10066.8,3
Company 1320,services,12920.2,3,1,6.37,34.28,451,59.82,34554.23,29371.1,2
Company 1321,manufacturing,24207.33,3,3,-10.15,6.65,307,66.24,74467.34,51877.01,2
Company 1322,manufacturing,129168.73,4,3,11.47,6.03,100,66.36,68103.27,30519.84,1
Company 1323,technology,11070.5,5,3,-6.25,22.06,483,76.57,73029.29,39263.66,3
Company 1324,healthcare,32433.52,6,4,16.02,11.1,346,50.6,62761.62,14939.04,2
Company 1325,retail,43487.29,5,4,0.94,23.13,199,62.97,40843.91,14387.08,5
Company 1326,services,241565.88,4,3,17.75,28.44,115,51.6,79602.9,51253.01,3
Company 1327,retail,110733.65,4,2,-8.47,9.14,458,85.78,65125.48,51681.78,2
Company 1328,manufacturing,38340.56,6,4,-3.13,18.22,413,98.91,36280.8,11996.71,5
Company 1329,retail,170009.73,5,4,9.57,25.66,31,104.88,52532.25,23443.68,5
Company 1330,technology,33109.89,7,3,19.05,30.02,321,74.67,37086.23,21748.86,7
Company 1331,healthcare,134225.95,5,3,25.0,19.89,66,64.31,55447.37,34685.95,2
Company 1332,manufacturing,20189.1,5,1,5.5,11.18,154,96.92,22244.26,18907.62,2
Company 1333,manufacturing,141295.15,3,2,27.05,22.57,288,56.22,122733.29,67491.13,3
Company 1334,services,43264.73,3,1,1.52,18.64,132,103.58,44546.88,37864.85,2
Company 1335,services,26296.64,7,3,18.19,28.16,261,89.32,23451.99,11110.48,7
Company 1336,services,50326.4,4,4,-6.31,21.67,220,77.72,55703.35,15243.48,1
Company 1337,technology,74747.82,5,1,10.04,13.38,294,55.32,56009.46,47608.04,1
Company 1338,manufacturing,40303.81,5,4,-23.1,27.63,402,51.0,94223.11,29210.63,1
Company 1339,services,93261.51,3,1,-8.46,20.53,86,79.95,35697.96,30343.27,2
Company 1340,retail,37556.62,5,1,10.6,10.33,400,72.76,58568.42,49783.15,3
Company 1341,technology,98350.99,4,4,-10.75,21.89,118,96.35,42594.69,10789.51,2
Company 1342,services,85287.03,3,1,10.12,33.45,26,85.33,36739.29,31228.4,2
Company 1343,manufacturing,57025.94,5,3,15.88,26.17,228,73.75,30910.12,16465.52,5
Company 1344,manufacturing,42061.75,5,4,-1.02,13.96,158,62.43,37039.01,13503.91,2
Company 1345,services,67591.17,3,2,-6.63,26.33,100,76.42,32416.75,24993.82,2
Company 1346,manufacturing,92985.89,5,1,-0.69,13.48,217,58.96,59832.2,50857.37,3
Company 1347,retail,311588.7,6,2,-6.59,21.28,435,86.69,182058.67,137574.66,1
Company 1348,retail,126948.44,4,1,3.79,20.8,296,83.32,71809.53,61038.1,3
Company 1349,retail,130717.26,7,3,6.23,12.42,366,94.55,75770.16,46320.65,1
Company 1350,technology,500000.0,6,4,1.33,15.44,83,74.72,318837.9,149584.0,1
Company 1351,healthcare,90469.38,6,4,25.09,33.27,47,65.33,58236.63,18856.96,5
Company 1352,services,88231.1,3,4,-3.63,12.52,174,96.0,69733.87,21513.52,2
Company 1353,retail,105157.24,6,4,21.7,29.03,389,88.0,49044.06,14625.09,5
Company 1354,retail,26710.91,4,4,-7.49,25.02,443,88.87,63582.58,29094.29,2
Company 1355,services,41977.07,6,4,5.87,20.98,59,79.04,21182.94,8372.05,5
Company 1356,technology,39937.24,7,3,19.2,9.13,243,98.18,51102.47,20853.76,4
Company 1357,manufacturing,100517.91,4,4,18.58,11.14,204,62.53,61477.12,11345.62,3
Company 1358,manufacturing,52086.46,4,2,-0.04,10.37,374,72.09,82896.35,59154.45,4
Company 1359,healthcare,66874.88,3,2,11.66,22.6,110,93.79,50095.14,39996.54,1
Company 1360,technology,142909.05,6,4,10.05,34.2,247,57.31,83348.69,28115.38,5
Company 1361,healthcare,119434.17,6,2,-1.48,31.32,426,94.45,96650.81,79367.93,6
Company 1362,retail,52607.99,5,2,12.39,5.76,237,69.39,63827.74,48889.78,1
Company 1363,manufacturing,35031.53,3,1,27.35,13.21,392,56.9,43798.78,37228.96,2
Company 1364,technology,148482.11,4,2,10.66,9.72,314,54.35,69365.94,58390.09,1
Company 1365,manufacturing,111203.03,5,3,11.8,34.27,302,96.37,84415.97,47796.84,4
Company 1366,manufacturing,16564.13,7,4,13.07,12.07,137,92.82,29908.41,12909.28,7
Company 1367,technology,46605.64,3,1,-12.53,11.04,496,65.84,89098.63,75733.84,2
Company 1368,technology,68351.06,4,3,10.52,23.63,132,56.4,47476.14,26263.52,4
Company 1369,technology,111643.25,6,4,-7.2,21.69,466,63.6,89858.25,31540.34,2
Company 1370,retail,124005.5,4,4,-2.08,11.78,494,61.71,108891.12,42267.49,4
Company 1371,technology,75141.24,7,4,30.94,25.11,260,90.32,56748.2,11507.78,7
Company 1372,services,95625.81,7,1,1.96,7.91,435,61.86,85711.63,72854.88,2
Company 1373,retail,63026.43,4,2,-3.88,5.58,360,61.89,41695.86,33858.58,2
Company 1374,services,34923.62,6,4,18.83,7.47,371,51.77,76174.7,28807.21,2
Company 1375,services,48581.03,6,4,-6.37,15.95,43,82.83,19135.68,8321.92,3
Company 1376,technology,60790.75,6,3,-0.37,34.25,77,87.89,53098.36,32969.86,2
Company 1377,healthcare,58235.86,3,4,19.99,21.42,44,85.94,30253.45,10138.91,2
Company 1378,services,13247.2,3,3,5.51,27.64,24,81.27,8863.98,5442.47,3
Company 1379,manufacturing,43565.17,4,1,-13.74,14.64,419,103.13,75011.75,63759.99,2
Company 1380,retail,62627.8,3,4,11.53,26.58,95,76.0,30315.82,10663.34,3
Company 1381,retail,47805.88,4,1,0.24,33.99,13,97.31,23923.97,20335.38,4
Company 1382,technology,49145.52,6,2,23.48,15.73,469,85.53,110393.3,85706.7,3
Company 1383,manufacturing,88467.73,5,1,-2.27,34.97,146,54.63,66921.46,56883.24,3
Company 1384,services,25256.38,4,3,17.61,24.15,409,94.55,39698.96,25284.45,3
Company 1385,services,16277.94,3,1,26.31,27.46,480,82.14,99049.96,84192.47,2
Company 1386,technology,45318.21,4,3,-5.21,12.57,266,85.94,77866.38,51288.85,2
Company 1387,healthcare,110336.66,5,4,2.68,24.29,464,59.91,93747.42,49337.0,5
Company 1388,retail,230969.84,6,4,9.66,20.33,484,74.06,203123.52,80484.49,2
Company 1389,services,111938.24,4,2,-5.29,33.69,80,98.43,37641.7,27971.42,1
Company 1390,technology,18497.47,4,4,8.24,32.14,81,61.85,13228.82,5039.46,4
Company 1391,services,49717.2,5,2,2.3,16.9,191,50.01,43643.56,35678.85,5
Company 1392,services,73519.61,3,3,2.06,33.41,283,64.16,45298.49,27590.44,2
Company 1393,technology,69014.57,4,3,5.59,31.54,395,76.81,101420.57,68925.55,4
Company 1394,technology,92174.95,3,1,5.86,22.71,99,95.17,80920.43,68782.36,2
Company 1395,services,28749.07,5,1,6.97,7.46,104,85.38,13636.83,11591.31,1
Company 1396,technology,63067.1,5,1,-2.19,9.82,160,100.55,50095.03,42580.77,5
Company 1397,manufacturing,83805.86,5,4,-1.66,7.31,142,75.06,72711.67,28026.4,2
Company 1398,services,115906.23,6,4,3.58,8.24,470,71.49,105035.1,40687.53,4
Company 1399,manufacturing,31427.09,4,2,4.46,34.31,204,62.73,51769.11,39379.12,4
Company 1400,retail,45427.57,7,4,-0.27,11.37,435,61.99,61150.96,20822.26,4
Company 1401,retail,10000.0,7,1,8.89,25.73,37,90.49,8287.46,7044.34,7
Company 1402,technology,36418.44,3,4,-16.78,24.1,59,54.42,31350.87,12248.29,2
Company 1403,services,39358.53,7,1,-3.77,23.93,403,63.35,40428.82,34364.5,3
Company 1404,retail,26484.96,3,1,1.64,11.2,132,98.72,34192.82,29063.9,1
Company 1405,technology,68356.35,4,4,-5.27,22.38,50,81.73,44021.22,18131.07,2
Company 1406,retail,57253.48,5,2,24.55,23.77,301,52.56,74193.88,62540.39,5
Company 1407,services,10000.0,3,2,5.23,22.11,82,88.73,11807.22,8242.05,2
Company 1408,technology,71140.09,4,4,7.12,10.58,40,77.87,19945.48,8109.46,2
Company 1409,services,28490.92,3,2,-0.8,26.69,208,97.0,37996.39,32296.93,2
Company 1410,healthcare,88304.93,5,4,4.81,7.2,279,87.53,73732.22,24911.89,3
Company 1411,services,21472.3,7,1,-9.58,22.74,268,50.24,35196.23,29916.79,1
Company 1412,services,61328.82,7,1,2.96,18.09,296,61.32,52715.5,44808.17,7
Company 1413,services,47737.35,4,2,-6.24,12.51,21,64.19,19937.27,15503.6,2
Company 1414,services,76304.07,5,3,1.67,29.22,152,88.62,53265.44,27096.52,5
Company 1415,technology,66155.14,5,1,-25.72,10.28,178,78.01,46404.89,39444.15,2
Company 1416,healthcare,48818.7,5,1,-8.54,32.99,153,91.11,44429.16,37764.78,1
Company 1417,manufacturing,17517.96,6,3,22.57,31.54,283,78.21,46426.39,25630.35,5
Company 1418,manufacturing,18365.58,7,2,14.96,15.82,122,68.01,19053.11,16195.14,6
Company 1419,services,37529.8,5,2,20.83,14.15,319,55.7,45182.06,38404.75,3
Company 1420,services,59478.85,3,1,21.65,9.12,468,61.14,91678.7,77926.9,2
Company 1421,healthcare,36805.47,7,1,13.08,32.49,333,72.04,70995.46,60346.14,6
Company 1422,manufacturing,98732.51,7,1,-0.43,23.83,200,80.33,43063.2,36603.72,1
Company 1423,manufacturing,47888.15,4,3,-7.45,5.95,223,101.63,49734.5,24499.06,3
Company 1424,retail,27666.84,5,1,18.76,20.33,296,63.18,30240.59,25704.5,5
Company 1425,retail,47931.25,7,1,5.77,7.57,364,86.63,69714.41,59257.25,1
Company 1426,retail,71731.69,5,4,34.93,22.21,157,58.39,47816.0,14344.75,1
Company 1427,technology,77645.41,5,2,0.62,20.27,28,89.26,60314.12,51164.83,4
Company 1428,technology,269063.67,7,3,28.67,7.49,354,50.62,214054.41,128840.28,1
Company 1429,healthcare,35061.98,7,2,3.12,29.48,334,86.08,30020.54,23022.71,6
Company 1430,retail,56456.01,5,4,21.03,12.87,59,58.98,14411.4,5155.43,4
Company 1431,services,84195.7,3,4,25.36,21.24,317,59.92,60673.42,29135.96,3
Company 1432,manufacturing,58762.64,5,2,-7.28,24.17,45,80.74,14657.93,12082.36,2
Company 1433,technology,40114.99,6,3,-0.82,33.87,325,70.65,77175.36,47600.65,4
Company 1434,technology,17336.93,4,2,-7.4,19.81,374,75.92,75378.62,64071.82,2
Company 1435,technology,39788.47,5,4,-9.76,32.52,17,66.99,30603.67,9696.69,2
Company 1436,services,25362.78,6,2,13.0,15.65,366,102.44,36513.79,25422.61,5
Company 1437,technology,15043.7,3,4,2.64,30.72,69,65.99,13787.78,6638.37,2
Company 1438,manufacturing,31680.51,5,3,5.63,12.07,139,79.81,44120.08,25189.11,4
Company 1439,services,25908.51,6,3,11.67,26.22,355,96.99,51789.87,32704.68,6
Company 1440,services,95514.11,4,2,-17.29,7.66,183,86.53,52747.92,37926.48,1
Company 1441,technology,96845.62,5,4,20.44,34.58,488,67.75,160215.19,59452.99,5
Company 1442,technology,29053.57,6,3,0.81,33.62,479,80.38,82127.14,38784.16,6
Company 1443,technology,48621.31,3,4,11.39,18.27,493,54.56,76528.58,26409.95,2
Company 1444,technology,13540.03,6,4,12.45,20.72,61,80.01,20837.5,6004.66,5
Company 1445,technology,40316.98,4,1,21.45,22.93,96,73.73,27545.41,23413.6,3
Company 1446,manufacturing,82387.21,4,4,3.74,13.25,99,91.69,45227.08,14280.46,3
Company 1447,services,115838.27,6,4,-20.48,25.23,296,96.63,65453.15,10245.3,4
Company 1448,manufacturing,33845.53,3,1,5.69,25.96,220,60.98,32578.3,27691.55,2
Company 1449,manufacturing,138896.44,3,4,7.41,20.75,375,54.48,57353.87,23090.27,2
Company 1450,technology,17808.77,5,3,-7.41,9.43,148,71.48,21717.12,12765.61,1
Company 1451,services,22068.31,7,2,6.77,32.58,107,79.38,14327.9,9944.49,7
Company 1452,manufacturing,105633.36,3,1,0.67,8.45,328,70.72,65401.04,55590.88,1
Company 1453,services,227953.51,6,2,-11.11,23.88,312,84.57,117123.12,83127.31,3
Company 1454,services,88853.62,3,1,13.06,8.09,348,77.81,106955.38,90912.07,1
Company 1455,retail,57972.62,5,3,-1.76,9.38,162,101.51,50812.82,27985.1,3
Company 1456,technology,10340.81,5,3,0.12,5.62,267,72.52,22892.16,12224.19,2
Company 1457,technology,11873.24,5,3,-0.55,15.9,464,54.54,40456.11,22360.7,1
Company 1458,retail,66405.0,3,3,19.83,24.19,309,66.61,71636.84,54785.15,3
Company 1459,services,44960.96,6,2,4.51,20.65,466,83.32,49552.25,35642.73,6
Company 1460,retail,24719.11,4,3,5.95,25.24,222,64.08,17945.35,10374.65,4
Company 1461,healthcare,63096.85,6,4,-0.29,25.25,31,64.79,31611.75,12724.03,6
Company 1462,manufacturing,65650.8,6,1,10.55,9.21,382,68.68,76922.62,65384.23,1
Company 1463,technology,127456.79,5,2,21.19,6.72,235,91.04,113358.32,73961.7,2
Company 1464,retail,66788.21,4,4,12.77,23.76,30,101.71,33976.54,9918.16,3
Company 1465,healthcare,159965.83,6,4,13.24,24.6,77,69.27,99280.47,39787.35,6
Company 1466,healthcare,60258.28,7,4,12.27,21.7,163,60.75,50422.51,15764.08,6
Company 1467,retail,54596.88,7,1,-11.56,12.37,103,73.14,29691.69,25237.94,5
Company 1468,technology,140287.58,7,2,-5.51,29.32,345,69.35,83073.51,70612.49,1
Company 1469,healthcare,27371.22,4,1,2.54,7.27,309,104.45,65408.36,55597.1,1
Company 1470,technology,500000.0,5,4,-3.71,23.97,171,75.51,395449.39,131644.93,4
Company 1471,services,80838.29,4,3,-7.77,8.61,51,87.36,48027.09,21078.74,2
Company 1472,technology,81199.42,7,1,-17.47,24.63,48,100.26,38768.78,32953.46,2
Company 1473,technology,91133.14,7,1,-11.16,17.53,473,84.6,104221.59,88588.35,5
Company 1474,manufacturing,268796.32,7,3,1.92,26.54,179,63.72,81063.65,50554.77,6
Company 1475,manufacturing,112871.57,3,4,4.17,6.57,62,83.41,53095.76,13187.9,2
Company 1476,manufacturing,16580.05,4,4,-4.52,21.65,358,72.1,39362.5,12779.0,3
Company 1477,retail,184015.69,6,4,5.95,9.35,436,73.23,98356.14,23381.45,2
Company 1478,services,45582.66,6,4,-0.21,25.47,69,103.86,11427.64,3660.4,2
Company 1479,manufacturing,65233.22,4,4,18.09,8.6,473,65.32,68943.54,31613.58,1
Company 1480,manufacturing,21516.96,3,4,3.06,7.21,365,75.79,26348.01,8282.23,1
Company 1481,retail,91213.81,3,4,13.36,26.39,133,58.79,63235.93,14590.2,1
Company 1482,technology,35557.29,6,2,7.44,6.91,389,59.82,83629.22,60682.17,4
Company 1483,manufacturing,64869.69,5,4,-11.82,11.74,215,83.19,34655.52,7316.61,1
Company 1484,technology,47701.63,5,4,3.91,29.74,321,91.31,82677.3,19539.8,5
Company 1485,manufacturing,279291.2,7,1,-9.83,29.29,72,85.01,155195.23,131915.94,4
Company 1486,technology,292379.6,3,3,3.7,30.62,129,68.11,116580.21,51796.28,3
Company 1487,services,62144.06,6,2,-3.94,14.78,388,53.28,86891.68,69946.61,3
Company 1488,manufacturing,63018.41,4,1,9.58,20.84,404,75.86,98310.24,83563.71,3
Company 1489,services,44411.14,7,1,-11.11,28.2,15,77.73,19153.65,16280.61,5
Company 1490,manufacturing,145045.83,7,1,5.18,9.11,115,92.39,65653.51,55805.48,5
Company 1491,technology,46021.51,5,4,11.87,26.73,307,85.22,90017.5,23853.48,4
Company 1492,services,42741.69,4,4,15.89,7.92,453,97.92,92259.52,37574.31,2
Company 1493,manufacturing,130989.74,4,1,-4.17,32.4,340,93.06,97194.48,82615.31,4
Company 1494,healthcare,38923.78,3,3,5.21,24.12,356,70.12,53839.6,28486.03,2
Company 1495,retail,58092.74,7,3,7.21,19.8,200,84.77,36430.46,18928.25,4
Company 1496,manufacturing,16898.01,3,3,23.57,19.54,36,91.1,11325.46,6966.95,3
Company 1497,services,105171.99,5,3,-12.78,10.44,385,102.63,59666.21,36011.87,3
Company 1498,manufacturing,282856.1,5,4,-5.93,15.38,401,73.23,108434.6,14125.11,3
Company 1499,retail,106615.09,6,3,38.65,26.81,227,85.66,77100.07,44744.21,5
Company 1500,healthcare,192805.91,7,3,1.72,21.23,258,71.6,142811.51,60042.61,6
Company 1501,healthcare,30427.99,5,3,-17.69,20.88,125,90.58,28349.94,15101.85,2
Company 1502,services,72334.71,6,2,-1.99,10.86,231,100.16,53064.07,40930.76,6
Company 1503,retail,28154.77,5,4,-28.23,25.71,128,100.56,19038.38,5936.84,1
Company 1504,retail,49900.56,5,2,7.89,16.76,216,58.64,39903.13,32723.18,1
Company 1505,services,111053.7,3,4,14.72,10.48,75,61.23,62661.75,24914.69,2
Company 1506,manufacturing,64955.42,4,3,-5.94,33.31,307,91.52,54922.24,27358.02,2
Company 1507,healthcare,19339.16,5,3,-0.65,20.2,131,84.71,30806.31,15255.78,3
Company 1508,manufacturing,20909.87,3,4,16.08,20.84,365,99.78,41669.76,14047.81,3
Company 1509,technology,19832.33,4,3,-16.0,34.44,263,67.26,26577.06,11600.93,1
Company 1510,healthcare,88713.03,5,3,-10.86,15.99,449,96.64,137557.65,71783.33,2
Company 1511,technology,312111.45,5,3,2.26,33.29,118,87.61,75394.65,50352.03,4
Company 1512,technology,178076.16,7,3,-4.03,25.85,143,60.75,83308.48,36613.74,5
Company 1513,manufacturing,13137.31,7,2,1.47,23.99,129,56.96,12739.81,9590.41,7
Company 1514,healthcare,186625.79,6,3,-10.17,12.03,319,88.65,104999.21,53824.27,1
Company 1515,services,126642.11,3,4,7.57,6.55,62,58.72,62180.18,31116.29,2
Company 1516,retail,17391.9,5,3,3.21,18.13,346,93.69,62678.79,32403.13,5
Company 1517,technology,46978.19,6,4,11.59,5.31,411,80.64,78466.44,23666.66,3
Company 1518,services,143834.4,5,4,7.4,7.13,340,76.23,119368.93,30742.13,2
Company 1519,technology,92999.26,5,2,7.48,22.86,75,65.15,51017.17,39831.44,5
Company 1520,technology,21009.37,5,1,-12.36,26.73,251,104.11,47757.26,40593.67,2
Company 1521,retail,97596.19,5,2,10.91,10.04,271,89.72,79184.64,56152.55,1
Company 1522,manufacturing,10829.18,5,4,1.03,26.98,201,92.79,28168.29,11805.27,5
Company 1523,services,50098.3,3,4,3.0,33.49,238,92.28,61687.78,22311.55,2
Company 1524,healthcare,148801.04,5,3,17.58,27.3,383,82.12,136960.8,86032.19,4
Company 1525,healthcare,60761.73,4,4,-3.63,28.54,418,101.68,61007.27,19140.98,2
Company 1526,technology,40168.96,6,1,21.21,26.02,157,82.11,36514.94,31037.7,6
Company 1527,retail,121963.49,7,3,22.33,11.74,171,78.6,69358.61,37658.42,1
Company 1528,manufacturing,130587.85,5,3,14.03,15.83,111,65.05,66576.29,45046.48,3
Company 1529,technology,170762.97,4,3,-6.77,33.48,206,65.5,118216.04,67300.53,2
Company 1530,retail,120508.3,7,3,-21.24,24.84,277,90.53,53894.46,30218.64,3
Company 1531,retail,142215.65,6,2,17.95,28.67,359,68.41,50196.45,37313.06,5
Company 1532,technology,107616.24,5,3,6.34,34.06,141,90.08,34260.36,17771.63,5
Company 1533,manufacturing,74044.6,3,3,-3.94,11.94,116,102.4,45184.64,26162.71,1
Company 1534,healthcare,64318.8,3,4,19.08,14.65,26,74.16,38370.66,15561.87,3
Company 1535,technology,49522.99,4,1,-5.34,24.34,56,55.35,21862.97,18583.53,2
Company 1536,manufacturing,22699.66,4,2,-0.09,5.73,35,86.66,13846.81,10940.73,2
Company 1537,healthcare,27882.4,6,2,11.3,22.14,111,50.52,36662.09,29136.6,6
Company 1538,healthcare,47781.24,5,1,-8.36,29.26,350,93.29,81029.15,68874.77,2
Company 1539,services,72632.06,7,2,3.69,23.31,389,78.91,46088.13,29653.12,6
Company 1540,retail,189595.87,5,2,18.07,13.86,486,76.94,147923.99,104437.5,3
Company 1541,services,57905.19,7,2,7.53,26.72,277,81.32,53368.99,35796.32,6
Company 1542,technology,133623.45,5,2,19.97,9.38,232,78.4,106557.44,83395.13,2
Company 1543,retail,141981.57,4,3,18.6,31.84,450,67.81,112618.06,54948.84,3
Company 1544,technology,49753.82,6,3,5.09,8.03,82,65.48,43035.27,22391.28,2
Company 1545,manufacturing,96350.91,5,2,-23.04,30.9,318,72.84,67212.89,46004.37,1
Company 1546,retail,49275.27,4,4,-8.27,19.93,410,99.22,67525.5,20780.37,1
Company 1547,technology,172423.46,5,2,14.16,17.86,256,57.45,102325.41,70611.87,4
Company 1548,healthcare,99575.82,6,3,-13.6,20.02,138,67.86,70556.0,43789.36,1
Company 1549,retail,23100.58,4,1,1.08,11.01,314,60.58,66527.38,56548.27,4
Company 1550,retail,68133.19,6,1,9.06,18.73,497,73.49,123911.74,105324.98,1
Company 1551,technology,223795.89,7,2,22.63,30.49,125,57.34,133746.41,101091.5,6
Company 1552,retail,51793.25,5,2,-1.9,29.03,285,91.84,57074.95,35214.39,2
Company 1553,retail,85662.64,4,2,-2.72,9.89,34,55.69,32546.91,24193.53,2
Company 1554,retail,92661.01,5,1,4.37,25.2,123,86.59,50667.43,43067.32,5
Company 1555,technology,26126.4,7,2,9.21,30.71,385,64.72,30663.34,24523.99,7
Company 1556,healthcare,90090.17,3,3,3.15,29.59,253,75.97,62321.09,37989.48,2
Company 1557,services,19632.31,7,3,17.59,17.77,107,61.0,21853.55,12805.54,1
Company 1558,manufacturing,36297.38,5,1,-4.59,6.44,174,90.16,25001.92,21251.63,1
Company 1559,manufacturing,141574.08,7,2,6.44,32.94,69,102.16,53452.82,39262.96,7
Company 1560,services,79650.61,6,3,10.34,16.88,391,62.2,62995.05,32204.2,2
Company 1561,services,46930.25,6,3,0.2,15.83,472,102.42,47380.32,30466.98,5
Company 1562,manufacturing,85576.74,7,4,15.08,27.79,61,67.89,43105.07,15228.9,6
Company 1563,services,57063.86,3,2,6.79,12.92,126,80.68,35452.43,26952.36,1
Company 1564,services,60479.68,5,3,14.47,30.04,429,88.59,73897.55,52298.9,5
Company 1565,healthcare,101260.82,3,4,7.33,7.28,440,60.96,83521.77,32257.65,1
