companyName,industry,invoiceCategory,revenue,invoiceAmount,vendorHistoryMonths,lineItems,daysSinceReceived,previousInvoices,amountDeviation,hasPurchaseOrder,paymentStatus,duplicateCheck
Vertex Holdings 1191,retail,consulting,79647.83,4652.93,116,1,5,1,-19.39,1,approved,False
Prime Group 1192,retail,maintenance,108822.94,4458.37,84,16,41,46,-16.61,1,approved,False
Zen LLC 1193,services,equipment,55793.0,13147.02,83,8,4,102,-4.52,1,approved,False
Flux Inc 1194,services,services,134329.49,32455.34,98,8,76,144,-2.18,0,pending,False
Flux Tech 1195,services,supplies,46936.55,7591.48,101,15,80,65,-16.89,1,approved,True
Delta Inc 1196,technology,equipment,50458.96,5403.48,27,23,72,88,11.84,0,rejected,False
Vertex LLC 1197,technology,maintenance,27397.39,5798.52,51,21,27,44,-6.26,1,rejected,True
Peak Inc 1198,healthcare,maintenance,135096.13,9063.0,63,24,14,163,-6.33,1,approved,False
Nova Holdings 1199,retail,equipment,32428.2,3851.18,117,10,45,104,4.24,1,approved,False
Nexus Group 1200,healthcare,maintenance,79206.8,8088.12,5,3,60,28,-1.93,1,approved,False
Beta LLC 1201,manufacturing,equipment,56553.77,13002.9,57,6,1,121,12.56,1,approved,False
Peak Tech 1202,manufacturing,equipment,25790.81,5971.83,26,9,77,67,-14.0,1,approved,False
Flux Solutions 1203,services,maintenance,36780.29,6241.75,25,8,39,173,-20.96,1,approved,False
Gamma Group 1204,healthcare,consulting,181008.23,8230.49,91,5,73,53,-4.65,1,approved,False
Core Group 1205,technology,equipment,70356.19,9209.93,25,4,7,172,0.9,1,approved,True
Nexus Tech 1206,technology,equipment,26706.97,2041.09,95,5,38,139,-18.61,1,approved,False
Gamma Tech 1207,manufacturing,consulting,76440.09,17086.7,119,16,41,27,-20.82,1,approved,False
Flux Holdings 1208,manufacturing,consulting,53268.94,2761.07,93,12,4,151,2.73,0,approved,False
Nova Solutions 1209,retail,equipment,500000.0,16245.68,21,1,63,144,-11.37,0,rejected,True
Core Tech 1210,retail,services,75214.48,13690.44,17,14,83,91,-21.79,1,approved,False
Peak Tech 1211,healthcare,services,44156.71,5486.73,53,21,48,32,14.48,1,approved,False
Nova Corp 1212,services,services,186469.38,39685.15,66,11,35,95,-9.48,1,approved,False
Apex Tech 1213,manufacturing,equipment,13727.7,510.19,93,8,57,121,17.25,0,pending,True
Peak Holdings 1214,retail,consulting,64566.83,13187.61,51,7,32,26,0.43,1,approved,False
Core Holdings 1215,retail,maintenance,295239.68,8440.01,20,10,32,68,4.42,1,approved,True
Alpha LLC 1216,manufacturing,supplies,54559.14,1443.42,118,7,68,140,-3.17,1,approved,False
Beta LLC 1217,retail,consulting,14963.35,1886.92,108,23,53,110,-39.83,1,approved,False
Zen Solutions 1218,manufacturing,consulting,43619.76,3092.51,78,24,23,198,-17.05,1,approved,False
Delta Holdings 1219,healthcare,services,191686.1,30009.48,83,9,36,43,-1.89,1,approved,False
Delta Inc 1220,technology,supplies,80890.82,2098.14,112,23,75,155,5.47,1,pending,False
Vertex Holdings 1221,technology,supplies,30604.89,861.21,57,21,47,85,-26.85,1,approved,False
Gamma Corp 1222,technology,maintenance,34606.81,6479.92,18,2,6,44,-0.8,1,approved,False
Alpha Group 1223,services,maintenance,38263.04,2614.82,73,12,77,190,-16.83,1,approved,False
Beta Holdings 1224,manufacturing,maintenance,79934.14,13666.81,54,16,66,124,3.52,1,approved,True
Apex Holdings 1225,technology,equipment,174653.08,33617.59,96,11,24,107,-0.29,0,approved,True
Gamma Inc 1226,services,equipment,138959.58,4675.46,92,11,86,58,11.15,1,approved,False
Beta Corp 1227,manufacturing,supplies,86233.13,16991.67,57,12,85,176,16.0,0,rejected,True
Beta Inc 1228,manufacturing,consulting,20633.77,1686.54,44,17,89,6,6.88,1,approved,False
Flux Holdings 1229,services,services,20695.14,2268.1,51,8,34,23,12.91,1,pending,False
Delta Tech 1230,technology,supplies,91729.71,3662.49,76,15,83,35,-5.26,0,pending,False
Zen Solutions 1231,technology,services,20406.79,4344.3,76,6,72,130,42.35,0,approved,False
Nexus Solutions 1232,manufacturing,equipment,49988.41,7446.65,61,22,78,20,-18.28,0,rejected,False
Vertex LLC 1233,technology,supplies,76368.1,10391.64,64,3,49,159,-7.92,0,approved,False
Flux Corp 1234,healthcare,services,24098.98,5850.45,119,2,25,39,13.52,1,approved,False
Omega Tech 1235,technology,supplies,26386.03,2557.77,31,1,20,135,11.29,1,approved,False
Beta Group 1236,technology,maintenance,55531.36,12487.85,21,9,86,159,7.31,1,approved,False
Omega Corp 1237,technology,equipment,89582.94,16620.16,96,15,45,175,10.13,1,approved,False
Delta Group 1238,retail,maintenance,139974.43,32692.63,112,24,83,58,-31.25,1,pending,False
Core Holdings 1239,technology,maintenance,97308.61,22263.67,73,11,49,14,23.84,1,approved,False
Beta LLC 1240,technology,maintenance,63508.26,15746.04,48,5,48,151,-3.06,1,pending,False
Beta Corp 1241,services,supplies,32959.81,1657.41,42,9,6,89,18.69,1,approved,False
Nova Holdings 1242,retail,maintenance,25419.56,5162.3,56,4,36,189,-30.5,1,approved,False
Nova Corp 1243,retail,maintenance,39787.11,8157.7,7,12,50,37,3.85,1,approved,False
Delta Group 1244,technology,maintenance,83112.34,13979.99,63,18,9,114,-8.45,0,approved,False
Omega Solutions 1245,retail,supplies,78378.03,6594.57,33,1,14,23,8.58,1,approved,False
Core Tech 1246,retail,supplies,11159.86,2700.51,32,19,53,97,4.76,1,approved,False
Gamma LLC 1247,manufacturing,equipment,31935.02,2140.19,67,6,22,0,5.49,1,approved,False
Beta Corp 1248,technology,maintenance,156937.99,21171.3,115,17,63,150,-15.88,0,approved,True
Nexus Group 1249,services,maintenance,63791.3,8927.08,25,20,41,120,-0.85,1,approved,False
Peak Inc 1250,services,equipment,19271.7,1102.74,109,19,36,19,-2.7,1,approved,False
Alpha Tech 1251,technology,services,394217.06,73395.97,62,17,10,99,7.43,0,approved,False
Peak Holdings 1252,technology,equipment,58503.78,2365.86,116,17,36,85,14.84,1,approved,False
Prime LLC 1253,technology,consulting,81427.41,14609.09,46,5,48,134,2.26,1,approved,False
Nova Solutions 1254,manufacturing,equipment,82423.0,17735.91,119,4,51,99,-19.14,0,approved,False
Delta LLC 1255,technology,supplies,44619.38,4478.05,79,10,24,91,1.61,1,approved,False
Omega Group 1256,services,supplies,33454.48,6127.75,80,15,2,166,39.17,0,rejected,False
Vertex Tech 1257,healthcare,services,326877.25,18324.09,68,15,84,103,24.69,1,approved,False
Prime Inc 1258,services,supplies,133594.54,28665.15,54,19,86,162,-44.62,0,rejected,False
Vertex LLC 1259,manufacturing,consulting,115560.53,27615.19,63,8,81,177,0.95,0,pending,True
Omega Tech 1260,services,supplies,94942.94,5233.21,102,21,26,169,13.98,1,approved,False
Delta Group 1261,technology,maintenance,26831.88,4806.33,95,11,54,191,-2.73,1,approved,False
Nexus LLC 1262,retail,services,166379.09,22684.32,3,6,12,139,-6.9,1,approved,False
Core Corp 1263,retail,equipment,30500.36,4338.52,83,18,81,112,-4.0,1,approved,False
Vertex LLC 1264,services,equipment,75104.03,13705.93,100,4,0,106,8.28,1,approved,False
Peak Group 1265,manufacturing,maintenance,16130.84,2135.89,89,10,42,40,-17.23,1,approved,False
Apex LLC 1266,services,maintenance,11699.63,1849.42,60,19,77,165,17.83,1,pending,False
Alpha Inc 1267,technology,equipment,77236.93,5646.58,40,19,65,138,-0.84,1,approved,False
Nova LLC 1268,services,consulting,31342.2,3355.39,81,7,77,174,-14.03,1,pending,False
Delta Holdings 1269,manufacturing,consulting,12193.59,2670.46,79,4,44,140,16.87,1,approved,False
Flux Tech 1270,manufacturing,equipment,92271.22,4177.82,45,1,8,96,-23.18,1,approved,False
Vertex Holdings 1271,services,services,326460.62,51398.71,49,3,0,59,-8.33,0,approved,False
Nova Holdings 1272,retail,equipment,181979.3,11352.96,44,20,13,197,-8.58,0,approved,False
Beta Solutions 1273,retail,supplies,48734.66,10463.53,6,19,5,146,32.16,1,approved,False
Prime Inc 1274,manufacturing,equipment,60299.33,9236.66,4,13,40,174,-10.28,1,approved,False
Nova LLC 1275,technology,consulting,121803.58,13727.41,10,14,4,117,-32.32,1,approved,False
Omega Corp 1276,retail,supplies,146928.66,11381.05,51,8,16,102,-8.73,1,approved,False
Alpha LLC 1277,technology,supplies,45486.53,5479.96,61,5,37,6,6.83,1,approved,False
Omega Tech 1278,technology,maintenance,61533.82,14783.55,49,1,66,13,11.76,1,approved,False
Delta LLC 1279,services,supplies,76152.4,10441.87,114,17,60,141,34.15,1,approved,False
Nexus Tech 1280,manufacturing,services,93255.76,11935.11,27,1,5,44,21.1,1,approved,False
Alpha Corp 1281,retail,consulting,53827.45,10315.65,47,3,81,16,2.82,0,pending,False
Beta Group 1282,retail,consulting,54389.79,5829.54,30,20,49,155,-13.37,0,rejected,False
Core LLC 1283,retail,maintenance,180568.57,21362.62,36,14,31,124,24.36,1,approved,False
Alpha Inc 1284,manufacturing,consulting,157568.66,15362.63,70,12,34,22,-5.53,1,approved,False
Core LLC 1285,services,maintenance,87722.04,4799.41,37,6,76,99,-9.87,1,approved,False
Beta Holdings 1286,services,equipment,236874.86,43626.69,38,4,41,93,-6.26,1,approved,False
Core Group 1287,retail,supplies,43951.56,9704.38,80,12,22,0,-18.78,0,rejected,False
Vertex Solutions 1288,retail,maintenance,219340.1,50072.34,99,9,38,120,-6.98,1,rejected,False
Alpha Tech 1289,manufacturing,supplies,92412.02,20569.5,26,13,6,79,-3.5,1,rejected,False
Alpha Group 1290,manufacturing,supplies,500000.0,61955.14,14,4,13,175,10.96,1,rejected,True
Nexus Tech 1291,manufacturing,maintenance,23063.68,1968.14,29,6,28,23,-5.82,1,approved,False
Alpha Corp 1292,healthcare,maintenance,34493.42,5750.83,69,3,19,169,-19.01,1,approved,False
Delta Inc 1293,manufacturing,supplies,83703.68,20053.91,115,11,31,1,-24.06,1,approved,False
Delta LLC 1294,retail,consulting,82272.09,15403.12,20,7,5,152,3.14,1,approved,False
Omega Holdings 1295,retail,maintenance,284962.02,38132.24,6,6,54,156,1.09,0,pending,False
Flux Group 1296,retail,consulting,35076.98,6258.64,63,14,10,81,-8.31,0,approved,False
Omega Group 1297,technology,services,123492.39,24412.44,118,12,19,56,-7.01,1,approved,False
Core Tech 1298,technology,consulting,151747.07,35119.12,66,6,88,28,5.83,0,approved,False
Vertex Inc 1299,healthcare,services,105210.49,20572.82,111,17,0,67,20.86,1,approved,False
Nexus Solutions 1300,retail,maintenance,27755.88,3320.54,77,9,25,133,-11.7,1,approved,False
Beta Group 1301,technology,services,184648.08,15312.77,4,9,45,144,1.33,1,approved,False
Gamma Group 1302,manufacturing,maintenance,160084.96,21607.11,51,12,27,36,14.37,1,approved,False
Alpha LLC 1303,healthcare,services,96728.91,9235.77,92,4,28,2,-11.64,1,approved,False
Core LLC 1304,retail,equipment,70507.77,16698.77,61,11,11,112,-0.23,1,approved,True
Alpha LLC 1305,services,supplies,71745.93,9817.15,24,14,38,116,-0.57,1,rejected,False
Prime Solutions 1306,services,maintenance,56219.07,7228.25,22,4,67,196,-19.67,1,pending,False
Beta Group 1307,manufacturing,supplies,99970.27,10005.54,79,14,52,152,2.53,1,approved,False
Gamma Inc 1308,healthcare,consulting,61384.21,10255.07,56,1,83,110,0.47,1,approved,False
Beta Solutions 1309,technology,services,30369.07,4239.88,69,15,62,118,8.33,0,pending,False
Nexus Holdings 1310,services,equipment,25877.44,1285.62,45,1,71,129,-17.8,0,rejected,False
Nova Tech 1311,retail,maintenance,32806.14,7214.65,41,5,38,90,0.15,1,approved,True
Apex Group 1312,services,maintenance,71518.1,7335.82,80,9,55,135,20.73,0,pending,False
Core Holdings 1313,manufacturing,supplies,58596.8,7001.91,1,15,52,39,31.16,1,approved,False
Apex Group 1314,technology,supplies,71130.75,4787.34,52,18,73,166,19.2,1,approved,False
Omega Holdings 1315,technology,equipment,89379.85,13164.01,45,12,45,172,-17.66,1,approved,False
Peak Group 1316,healthcare,equipment,36248.14,6578.05,93,4,36,86,6.77,1,approved,False
Peak Corp 1317,manufacturing,equipment,193402.37,43064.52,87,10,6,91,-7.25,1,approved,False
Nova Tech 1318,technology,services,48331.14,1540.3,51,19,77,99,4.26,1,approved,False
Zen Solutions 1319,healthcare,consulting,42330.3,10322.94,32,3,39,163,-11.58,1,approved,False
Nexus Holdings 1320,services,supplies,88071.92,16018.35,29,18,71,35,-25.7,1,approved,False
Peak Group 1321,manufacturing,supplies,13777.5,1176.44,26,10,61,68,-5.17,1,approved,False
Flux Holdings 1322,manufacturing,maintenance,31811.16,2132.28,33,1,0,122,10.84,1,approved,True
Prime Corp 1323,technology,consulting,131249.88,11563.14,91,17,58,138,4.32,1,approved,False
Flux LLC 1324,healthcare,supplies,14914.1,3302.23,6,1,43,59,6.04,0,pending,False
Nova Corp 1325,retail,maintenance,146394.36,12739.2,4,9,21,23,3.25,0,pending,False
Delta Corp 1326,services,supplies,200568.13,25361.61,65,5,23,101,6.07,1,approved,False
Beta Corp 1327,retail,equipment,44553.04,8122.9,27,15,57,127,7.94,1,approved,False
Omega Solutions 1328,manufacturing,supplies,75618.04,16678.14,99,2,7,153,-4.12,1,approved,False
Nexus Inc 1329,retail,services,146571.65,25132.84,90,3,54,0,1.24,1,approved,True
Nova Solutions 1330,technology,equipment,41215.46,7963.45,92,13,76,3,26.15,1,approved,False
Peak Tech 1331,healthcare,equipment,119876.87,7176.45,55,24,7,77,2.13,1,approved,False
Nova Inc 1332,manufacturing,maintenance,34999.22,7762.96,53,1,0,112,0.64,0,approved,False
Gamma Holdings 1333,manufacturing,supplies,40860.46,3408.39,51,12,5,0,1.54,1,approved,False
Alpha Group 1334,services,maintenance,31587.94,1564.46,24,20,65,34,-3.27,0,pending,False
Omega Tech 1335,services,consulting,78756.63,19258.85,68,7,76,83,-6.53,1,pending,True
Vertex Group 1336,services,services,151202.49,10036.4,103,12,88,55,3.13,1,approved,False
Core LLC 1337,technology,consulting,51673.98,2657.59,31,21,2,142,-7.59,1,approved,True
Zen LLC 1338,manufacturing,equipment,21655.2,3551.12,7,18,43,6,-2.18,1,approved,False
Zen Tech 1339,services,supplies,25180.74,2350.33,68,8,4,177,-11.86,1,approved,False
Gamma Inc 1340,retail,equipment,82098.87,4159.98,48,19,33,33,1.62,0,approved,False
Nova Solutions 1341,technology,supplies,261788.74,41430.13,95,17,27,88,8.76,0,approved,True
Core Inc 1342,services,consulting,82041.46,15962.53,102,13,54,197,-3.18,1,approved,False
Nova Holdings 1343,manufacturing,equipment,43935.71,8894.15,114,11,81,132,-30.13,1,approved,False
Vertex Group 1344,manufacturing,equipment,110519.49,6163.44,47,23,72,199,8.86,1,approved,False
Beta Corp 1345,services,supplies,49434.36,7320.21,108,21,5,3,1.8,1,approved,False
Alpha Corp 1346,manufacturing,supplies,44239.43,9164.02,15,24,21,143,-14.9,1,approved,False
Nova Inc 1347,retail,equipment,27812.27,1586.69,45,17,24,15,11.6,1,approved,False
Omega Solutions 1348,retail,equipment,184750.04,12519.94,32,9,22,122,-20.98,1,approved,False
Apex Solutions 1349,retail,supplies,10000.0,500.0,110,3,31,65,15.68,1,approved,True
Prime Inc 1350,technology,equipment,113355.86,15945.3,72,4,54,155,-0.86,0,approved,False
Vertex Group 1351,healthcare,supplies,41315.96,2676.32,44,23,66,24,-34.03,1,approved,False
Flux Corp 1352,services,equipment,43119.36,8045.03,19,9,84,179,2.67,1,approved,False
Flux Solutions 1353,retail,services,231851.45,55947.88,94,3,63,96,-6.09,1,approved,True
Delta Solutions 1354,retail,equipment,33816.2,2299.97,78,6,26,103,-8.35,1,approved,False
Zen Tech 1355,services,consulting,34750.34,5882.97,102,1,16,114,-11.07,1,approved,False
Gamma Tech 1356,technology,maintenance,53943.08,3707.07,53,13,33,7,-1.91,1,approved,False
Zen LLC 1357,manufacturing,consulting,83372.84,2012.75,18,15,71,62,-7.28,1,approved,False
Omega Inc 1358,manufacturing,consulting,42045.83,8176.54,40,10,89,141,-27.85,1,rejected,False
Apex Tech 1359,healthcare,services,16999.05,2036.84,74,18,35,192,19.08,1,approved,False
Flux Inc 1360,technology,supplies,29954.7,7122.06,29,12,15,196,-3.67,1,approved,False
Beta Corp 1361,healthcare,consulting,166886.14,23845.65,9,24,0,107,-10.98,1,approved,False
Core LLC 1362,retail,maintenance,63565.2,3573.7,98,19,6,51,-16.93,1,approved,False
Zen Solutions 1363,manufacturing,equipment,85894.05,10603.46,64,2,57,95,11.56,1,approved,False
Gamma Holdings 1364,technology,maintenance,48574.94,3238.25,48,7,53,92,-19.48,0,pending,False
Zen Tech 1365,manufacturing,supplies,35326.97,7840.7,66,19,57,79,2.01,1,approved,False
Zen LLC 1366,manufacturing,services,229132.46,40993.57,88,13,2,72,-8.75,1,approved,False
Vertex Inc 1367,technology,services,51505.64,5072.53,1,19,39,173,-7.88,1,approved,False
Flux LLC 1368,technology,equipment,41994.93,5938.03,53,9,16,78,-16.55,1,approved,False
Vertex Solutions 1369,technology,consulting,143905.76,25036.79,31,1,30,5,-9.3,0,approved,False
Core Inc 1370,retail,supplies,33594.3,6720.78,11,19,55,144,0.13,0,pending,False
Gamma Tech 1371,technology,consulting,37205.73,1429.96,5,19,24,133,3.53,0,pending,False
Flux Group 1372,services,consulting,60366.97,1520.0,53,16,59,75,-11.78,1,approved,False
Nexus Solutions 1373,retail,supplies,59887.08,2774.22,65,10,26,125,-1.36,1,approved,False
Nova Solutions 1374,services,supplies,73694.91,8169.02,61,1,45,188,13.33,1,approved,False
Flux Group 1375,services,consulting,319124.08,40638.06,94,18,41,184,-24.94,1,rejected,True
Alpha Solutions 1376,technology,consulting,78354.49,4026.34,55,16,34,157,-0.09,0,approved,False
Omega LLC 1377,healthcare,services,10000.0,1145.65,71,17,11,116,-14.26,1,approved,False
Peak Solutions 1378,services,supplies,77733.31,9450.29,98,5,51,5,-15.79,1,approved,True
Beta Solutions 1379,manufacturing,equipment,61716.34,2782.83,79,18,89,102,3.92,1,pending,False
Omega Group 1380,retail,equipment,61991.96,14309.72,109,18,57,163,-8.18,1,approved,True
Nexus Inc 1381,retail,services,72893.73,11502.89,27,21,67,168,-18.25,1,approved,False
Delta Tech 1382,technology,maintenance,58516.11,6399.51,94,14,72,154,19.86,1,pending,True
Nova Tech 1383,manufacturing,supplies,57406.36,7841.06,83,18,3,197,13.8,1,approved,False
Nova Holdings 1384,services,supplies,97776.09,9021.35,70,10,71,103,-28.98,0,rejected,False
Prime Tech 1385,services,services,38806.2,8401.39,1,17,21,21,-22.12,1,rejected,False
Prime Group 1386,technology,maintenance,28053.0,4271.17,65,17,59,99,8.9,1,approved,False
Apex LLC 1387,healthcare,supplies,500000.0,66913.02,103,19,88,63,-4.27,0,rejected,False
Apex Group 1388,retail,maintenance,33769.52,7750.23,77,21,80,167,22.51,1,pending,False
Zen Corp 1389,services,equipment,64868.3,13799.78,1,1,37,155,9.25,1,approved,False
Prime Group 1390,technology,maintenance,18096.46,3744.96,35,19,75,84,4.49,1,approved,False
Zen Holdings 1391,services,services,65721.06,4724.69,68,20,55,77,-15.33,1,approved,False
Apex Corp 1392,services,services,28379.42,1567.06,97,14,11,31,7.37,1,approved,False
Nova Inc 1393,technology,maintenance,42025.07,7510.81,53,13,21,8,-19.14,1,approved,False
Gamma Solutions 1394,technology,maintenance,138143.98,17653.1,102,18,86,62,19.58,1,approved,False
Apex Solutions 1395,services,equipment,87343.83,15482.04,95,11,82,48,6.33,1,approved,False
Beta Tech 1396,technology,services,94346.33,18392.28,32,10,80,53,-12.37,1,approved,False
Apex Inc 1397,manufacturing,maintenance,14516.43,1276.31,24,20,34,199,12.07,1,approved,False
Nova Solutions 1398,services,supplies,260280.75,22246.09,108,19,28,136,33.62,0,pending,False
Peak Inc 1399,manufacturing,maintenance,23074.77,3066.43,71,5,72,110,-3.26,1,approved,False
Vertex Corp 1400,retail,maintenance,203383.5,16863.82,101,20,1,35,8.26,1,approved,False
Delta Solutions 1401,retail,maintenance,135568.88,23518.21,110,8,80,168,-6.48,1,approved,False
Prime Group 1402,technology,consulting,95022.23,18220.32,51,4,54,128,1.28,1,approved,False
Nexus Solutions 1403,services,consulting,30212.53,3884.39,6,22,56,102,-22.61,1,approved,False
Vertex Inc 1404,retail,equipment,67593.82,12604.49,109,6,39,93,-0.01,1,approved,False
Flux Inc 1405,technology,services,41079.43,5644.34,70,5,88,110,0.65,0,rejected,True
Flux Group 1406,retail,supplies,61281.4,11273.36,15,7,67,167,26.98,1,pending,False
Core Corp 1407,services,consulting,49025.81,3517.24,64,12,4,144,-26.93,1,approved,False
Nexus Inc 1408,technology,maintenance,11720.7,2226.16,4,4,47,96,-4.21,1,approved,False
Core Inc 1409,services,equipment,146888.24,27097.73,35,4,77,133,19.32,1,pending,False
Nexus LLC 1410,healthcare,consulting,56112.52,4563.03,42,10,6,185,-3.63,1,approved,False
Zen Solutions 1411,services,services,40625.84,6007.48,55,6,66,65,-2.57,1,approved,False
Prime Corp 1412,services,equipment,38243.86,8288.27,68,5,22,180,-12.5,1,pending,False
Delta Holdings 1413,services,equipment,79759.22,6172.58,100,22,45,121,-13.99,1,approved,True
Prime Holdings 1414,services,maintenance,29289.81,5543.84,42,15,79,37,-27.39,1,pending,False
Delta Group 1415,technology,supplies,10000.0,2394.12,88,1,44,193,-9.44,0,approved,False
Beta Group 1416,healthcare,supplies,82925.99,18180.33,113,3,3,137,-14.84,0,pending,False
Beta Holdings 1417,manufacturing,supplies,90697.26,10189.8,90,20,1,77,1.77,1,approved,False
Prime Solutions 1418,manufacturing,services,51036.41,8148.36,31,7,66,42,-11.82,1,pending,False
Apex Inc 1419,services,equipment,23901.05,5930.02,81,4,83,183,-7.19,1,approved,False
Delta Solutions 1420,services,consulting,64289.3,9691.01,34,16,26,164,-6.78,0,approved,False
Vertex Corp 1421,healthcare,maintenance,18552.76,861.89,57,21,84,8,-0.72,1,approved,True
Peak Group 1422,manufacturing,maintenance,26323.45,801.52,76,10,40,127,-7.93,1,approved,False
Delta Group 1423,manufacturing,services,32841.28,6626.46,35,18,5,22,-15.93,1,approved,False
Vertex Inc 1424,retail,supplies,117612.58,13811.78,1,11,47,58,1.29,1,approved,False
Flux Corp 1425,retail,supplies,44797.66,3438.98,100,3,87,113,16.01,1,pending,False
Zen Corp 1426,retail,supplies,41844.13,4182.93,87,20,22,49,1.93,1,approved,False
Alpha Corp 1427,technology,maintenance,286001.98,55540.37,15,23,86,102,-9.15,0,rejected,False
Flux Holdings 1428,technology,services,79377.48,10081.49,45,24,58,85,-1.85,1,approved,False
Peak Inc 1429,healthcare,services,78526.83,17256.65,32,3,35,116,-30.76,0,pending,False
Nexus Solutions 1430,retail,maintenance,44544.3,8420.34,117,14,62,160,-2.09,1,approved,False
Apex Tech 1431,services,maintenance,37156.82,9067.13,113,15,36,31,-6.01,1,rejected,False
Gamma LLC 1432,manufacturing,supplies,10413.67,2336.37,83,2,7,159,-14.0,1,approved,False
Alpha Inc 1433,technology,supplies,129961.36,10207.93,53,23,78,44,-11.28,1,approved,False
Flux LLC 1434,technology,equipment,85703.4,14705.3,7,3,33,6,-6.15,1,rejected,False
Peak Tech 1435,technology,equipment,51878.89,1282.7,30,7,50,89,14.89,1,approved,False
Zen LLC 1436,services,maintenance,53649.03,13302.52,12,24,66,60,16.38,1,rejected,False
Omega Corp 1437,technology,equipment,107895.17,8635.0,94,14,7,36,-13.92,1,pending,False
Flux Tech 1438,manufacturing,services,17261.47,2984.56,11,17,64,84,-7.77,1,approved,False
Prime Group 1439,services,equipment,37350.25,8041.71,81,12,32,173,-7.39,1,approved,False
Flux LLC 1440,services,equipment,24123.89,1372.81,114,19,49,117,12.14,1,approved,False
Nova Tech 1441,technology,equipment,247015.76,53111.41,37,2,41,145,2.18,1,approved,False
Nova Tech 1442,technology,equipment,120634.96,2752.47,82,17,69,29,1.39,0,pending,False
Gamma Group 1443,technology,maintenance,10278.87,1250.47,105,2,16,15,8.04,1,approved,False
Apex LLC 1444,technology,maintenance,17836.29,2293.19,51,5,9,67,-8.95,1,approved,False
Vertex Group 1445,technology,supplies,53858.93,5711.25,54,13,36,154,20.46,0,pending,False
Nexus Inc 1446,manufacturing,supplies,41029.55,6354.18,24,11,10,177,-0.03,0,approved,False
Omega Group 1447,services,consulting,20754.0,4782.01,51,4,21,20,-12.84,0,pending,False
Prime Inc 1448,manufacturing,equipment,283738.92,27014.07,104,20,59,95,-3.44,1,rejected,False
Omega Holdings 1449,manufacturing,equipment,76882.37,11780.67,79,8,73,79,18.48,0,rejected,False
Delta Solutions 1450,technology,services,87540.17,19417.84,24,21,62,148,-6.38,1,approved,True
Apex Tech 1451,services,supplies,34419.83,6807.86,63,1,28,41,14.24,1,approved,False
Delta Solutions 1452,manufacturing,consulting,106704.58,3133.77,85,6,73,96,-9.38,1,rejected,False
Apex Corp 1453,services,maintenance,44163.49,10459.76,10,8,36,169,-11.48,1,pending,False
Peak Inc 1454,services,consulting,47730.48,1466.7,91,15,16,92,9.89,0,approved,False
Beta Group 1455,retail,supplies,97616.48,15171.01,24,10,68,156,-13.11,1,approved,False
Flux Inc 1456,technology,services,16265.51,2477.75,36,4,46,124,12.34,0,approved,False
Core Corp 1457,technology,services,214834.29,43153.71,50,14,33,119,5.27,1,approved,False
Gamma Solutions 1458,retail,supplies,69279.99,3750.95,61,23,59,51,-13.1,1,approved,False
Alpha LLC 1459,services,equipment,166834.13,10219.46,110,4,65,198,-1.07,1,approved,True
Prime Corp 1460,retail,maintenance,25327.96,4887.91,27,7,20,49,-8.23,1,approved,False
Vertex Group 1461,healthcare,maintenance,28608.75,1555.92,31,12,10,186,5.23,1,rejected,False
Omega Tech 1462,manufacturing,services,23634.9,3024.61,46,18,46,197,28.32,1,approved,False
Prime Holdings 1463,technology,consulting,73147.86,13772.21,103,4,4,102,-5.56,1,approved,False
Beta Inc 1464,retail,supplies,63119.6,10716.8,115,6,57,173,8.01,1,approved,False
Alpha Group 1465,healthcare,services,41293.92,2826.11,55,6,39,143,0.37,0,pending,True
Flux Tech 1466,healthcare,equipment,26602.08,2391.82,83,15,19,147,0.36,1,approved,False
Core Corp 1467,retail,services,21735.95,5278.89,110,2,53,13,-2.48,1,rejected,False
Core Holdings 1468,technology,supplies,57596.26,7095.53,101,16,33,27,-12.86,1,rejected,False
Core Solutions 1469,healthcare,equipment,41255.12,1246.95,82,11,34,13,5.03,1,approved,False
Prime Holdings 1470,technology,supplies,34596.73,2439.23,65,8,19,6,-4.33,1,rejected,False
Apex Inc 1471,services,equipment,206420.7,20386.12,118,21,60,167,-13.57,1,approved,False
Beta Tech 1472,technology,equipment,56057.85,14007.88,29,20,81,35,15.21,1,approved,False
Apex LLC 1473,technology,consulting,165385.49,14821.69,44,20,55,1,1.49,1,approved,False
Omega Corp 1474,manufacturing,services,39081.26,1018.89,85,22,21,187,-3.42,1,approved,False
Vertex Corp 1475,manufacturing,services,72825.47,10047.87,3,6,75,55,20.1,0,rejected,False
Delta Group 1476,manufacturing,equipment,57274.98,2246.85,60,21,10,163,-27.54,0,rejected,False
Nova Corp 1477,retail,supplies,15396.6,1278.47,102,5,26,192,19.09,1,approved,False
Omega Solutions 1478,services,consulting,187713.22,46599.46,22,8,3,104,-13.2,1,approved,False
Delta Tech 1479,manufacturing,services,53738.08,9783.92,96,14,76,185,3.17,1,approved,False
Nova Corp 1480,manufacturing,equipment,108785.64,3443.43,50,18,4,193,-8.82,1,approved,False
Beta Solutions 1481,retail,maintenance,32806.34,4041.67,103,14,49,28,-13.85,1,approved,False
Nova Tech 1482,technology,services,52476.7,3121.14,76,14,17,29,19.71,1,approved,False
Flux Corp 1483,manufacturing,supplies,29927.05,1444.8,19,10,19,73,27.84,1,approved,False
