companyName,industry,totalTransactions,transactionVolume,dataQuality,numSources,daysSinceLastRecon,automationLevel,numAccounts,prevErrorRate,matchedTransactions,unmatchedTransactions,reconciliationStatus
Company 1356,technology,412,53943.08,52.71,4,48,32.69,20,3.29,320,92,failed
Company 1357,manufacturing,353,83372.84,41.08,2,53,53.08,16,21.78,261,92,failed
Company 1358,manufacturing,377,42045.83,85.51,4,34,11.96,48,2.31,325,52,failed
Company 1359,healthcare,51,16999.05,66.04,5,67,21.05,29,3.43,43,8,partial
Company 1360,technology,183,29954.7,96.81,3,43,54.05,8,6.97,174,9,partial
Company 1361,healthcare,334,166886.14,72.06,2,86,36.32,13,0.88,273,61,partial
Company 1362,retail,404,63565.2,49.45,6,68,92.08,42,0.28,344,60,partial
Company 1363,manufacturing,299,85894.05,66.99,5,7,50.08,45,0.65,262,37,partial
Company 1364,technology,429,48574.94,52.17,4,25,17.1,45,2.15,337,92,failed
Company 1365,manufacturing,151,35326.97,92.68,5,68,11.52,3,1.97,133,18,partial
Company 1366,manufacturing,93,229132.46,81.45,6,48,71.65,41,3.7,85,8,partial
Company 1367,technology,61,51505.64,60.47,2,68,24.58,8,0.98,49,12,failed
Company 1368,technology,299,41994.93,71.67,4,30,25.96,41,4.74,256,43,partial
Company 1369,technology,339,143905.76,80.17,3,4,46.02,44,0.46,313,26,partial
Company 1370,retail,156,33594.3,86.97,2,70,32.45,19,0.78,138,18,partial
Company 1371,technology,396,37205.73,44.81,2,70,62.41,12,1.48,311,85,failed
Company 1372,services,374,60366.97,41.35,4,57,51.28,36,2.88,309,65,partial
Company 1373,retail,192,59887.08,46.87,5,36,19.47,6,0.51,154,38,partial
Company 1374,services,134,73694.91,63.7,5,1,76.7,30,6.6,118,16,failed
Company 1375,services,376,319124.08,68.0,6,65,46.2,18,3.32,319,57,partial
Company 1376,technology,342,78354.49,48.19,4,59,61.92,22,2.06,285,57,partial
Company 1377,healthcare,101,10000.0,64.67,5,60,10.34,41,1.8,84,17,partial
Company 1378,services,142,77733.31,66.5,6,16,63.24,49,0.73,121,21,partial
Company 1379,manufacturing,253,61716.34,46.55,5,66,34.04,21,0.5,210,43,partial
Company 1380,retail,265,61991.96,95.0,7,65,52.02,16,2.77,239,26,successful
Company 1381,retail,99,72893.73,75.95,3,77,35.31,42,0.73,82,17,partial
Company 1382,technology,475,58516.11,63.31,6,51,94.68,22,0.86,416,59,partial
Company 1383,manufacturing,206,57406.36,70.41,6,66,29.62,12,7.38,163,43,failed
Company 1384,services,203,97776.09,58.85,5,36,87.59,45,1.03,169,34,partial
Company 1385,services,49,38806.2,91.26,2,63,88.03,49,0.38,47,2,successful
Company 1386,technology,440,28053.0,74.5,5,62,45.79,16,0.42,404,36,partial
Company 1387,healthcare,132,500000.0,69.69,7,70,35.84,10,1.46,104,28,failed
Company 1388,retail,493,33769.52,94.65,5,77,42.39,10,1.77,423,70,partial
Company 1389,services,258,64868.3,90.28,2,1,94.09,31,0.58,257,1,failed
Company 1390,technology,439,18096.46,88.77,3,70,62.6,17,5.14,392,47,partial
Company 1391,services,105,65721.06,53.54,5,71,56.31,32,2.64,89,16,partial
Company 1392,services,99,28379.42,49.19,6,49,13.05,38,1.41,77,22,failed
Company 1393,technology,404,42025.07,81.41,4,47,82.07,3,2.28,363,41,partial
Company 1394,technology,413,138143.98,68.12,7,65,17.12,43,0.57,334,79,partial
Company 1395,services,280,87343.83,81.02,6,41,13.99,4,4.0,217,63,failed
Company 1396,technology,35,94346.33,85.64,3,37,33.36,8,1.28,30,5,partial
Company 1397,manufacturing,472,14516.43,57.72,3,72,50.44,37,1.99,402,70,partial
Company 1398,services,208,260280.75,57.08,7,71,86.1,32,3.48,185,23,partial
Company 1399,manufacturing,469,23074.77,69.45,5,19,77.16,48,0.62,444,25,partial
Company 1400,retail,437,203383.5,56.41,7,74,26.8,29,0.1,355,82,partial
Company 1401,retail,428,135568.88,80.04,7,30,41.63,22,0.95,349,79,partial
Company 1402,technology,350,95022.23,84.8,4,13,76.32,34,5.68,319,31,partial
Company 1403,services,343,30212.53,68.32,2,79,54.8,38,0.68,304,39,partial
Company 1404,retail,275,67593.82,83.43,7,22,24.83,34,2.49,254,21,partial
Company 1405,technology,31,41079.43,70.63,5,19,43.66,20,3.51,28,3,partial
Company 1406,retail,206,61281.4,82.77,2,25,63.2,48,0.72,187,19,partial
Company 1407,services,370,49025.81,53.5,5,44,92.72,17,3.7,307,63,partial
Company 1408,technology,409,11720.7,84.33,2,15,66.25,19,7.35,374,35,partial
Company 1409,services,288,146888.24,82.91,3,15,11.38,16,0.21,250,38,partial
Company 1410,healthcare,360,56112.52,56.0,4,35,69.93,17,1.27,327,33,partial
Company 1411,services,30,40625.84,73.36,4,20,31.32,13,0.17,26,4,partial
Company 1412,services,244,38243.86,91.32,5,18,83.28,30,5.0,232,12,partial
Company 1413,services,263,79759.22,54.97,7,82,42.63,37,3.5,211,52,partial
Company 1414,services,448,29289.81,84.16,4,54,26.97,23,0.64,393,55,partial
Company 1415,technology,169,10000.0,97.24,6,2,49.78,46,2.43,162,7,successful
Company 1416,healthcare,130,82925.99,91.97,7,10,31.69,25,1.31,115,15,partial
Company 1417,manufacturing,189,90697.26,64.09,6,73,30.04,24,0.81,148,41,failed
Company 1418,manufacturing,101,51036.41,76.43,3,25,58.73,6,2.99,94,7,partial
Company 1419,services,288,23901.05,99.51,6,14,75.22,45,0.75,264,24,failed
Company 1420,services,328,64289.3,74.11,3,60,80.97,9,1.31,309,19,partial
Company 1421,healthcare,404,18552.76,46.9,4,75,43.8,10,0.7,298,106,failed
Company 1422,manufacturing,486,26323.45,42.73,5,36,15.68,46,2.81,369,117,failed
Company 1423,manufacturing,55,32841.28,87.42,3,67,51.14,27,0.81,50,5,partial
Company 1424,retail,138,117612.58,65.42,2,38,46.87,6,1.17,118,20,partial
Company 1425,retail,164,44797.66,54.81,7,10,26.74,23,1.92,129,35,failed
Company 1426,retail,139,41844.13,60.86,6,72,86.17,30,0.93,122,17,partial
Company 1427,technology,417,286001.98,85.44,2,82,92.8,3,1.35,383,34,failed
Company 1428,technology,86,79377.48,67.91,4,88,14.4,38,11.24,67,19,failed
Company 1429,healthcare,34,78526.83,92.11,3,9,77.64,34,1.64,32,2,partial
Company 1430,retail,433,44544.3,84.1,7,51,64.89,3,1.18,391,42,partial
Company 1431,services,481,37156.82,98.44,7,56,32.22,32,2.42,422,59,partial
Company 1432,manufacturing,128,10413.67,93.31,6,8,63.99,13,4.12,127,1,successful
Company 1433,technology,179,129961.36,55.27,4,85,20.93,37,2.79,138,41,failed
Company 1434,technology,261,85703.4,79.54,2,10,15.9,20,5.78,222,39,partial
Company 1435,technology,272,51878.89,41.23,3,24,94.45,12,3.66,229,43,partial
Company 1436,services,495,53649.03,99.47,2,87,64.09,26,0.87,479,16,successful
Company 1437,technology,213,107895.17,55.66,6,50,31.52,23,1.13,163,50,failed
Company 1438,manufacturing,25,17261.47,79.89,2,61,48.25,19,0.32,22,3,partial
Company 1439,services,222,37350.25,90.95,6,44,90.76,44,4.06,208,14,partial
Company 1440,services,287,24123.89,49.63,7,67,47.29,33,0.17,220,67,failed
Company 1441,technology,268,247015.76,90.87,3,8,86.54,25,4.52,250,18,partial
Company 1442,technology,265,120634.96,40.73,6,61,83.85,13,1.23,222,43,partial
Company 1443,technology,462,10278.87,66.52,7,6,39.25,29,2.95,387,75,partial
Company 1444,technology,407,17836.29,68.32,4,16,69.16,4,0.48,368,39,partial
Company 1445,technology,140,53858.93,62.45,4,46,66.14,44,0.66,128,12,partial
Company 1446,manufacturing,190,41029.55,75.18,3,40,75.55,3,7.52,171,19,partial
Company 1447,services,340,20754.0,94.89,4,14,41.1,35,3.57,297,43,partial
Company 1448,manufacturing,216,283738.92,59.62,7,72,14.44,19,0.53,166,50,failed
Company 1449,manufacturing,225,76882.37,74.76,5,27,24.54,36,0.52,191,34,partial
Company 1450,technology,100,87540.17,92.65,3,78,62.41,19,4.16,89,11,partial
Company 1451,services,142,34419.83,86.38,5,2,75.88,4,1.07,135,7,successful
Company 1452,manufacturing,375,106704.58,42.44,6,22,74.26,47,11.72,315,60,partial
Company 1453,services,424,44163.49,96.57,2,27,59.61,39,1.54,419,5,successful
Company 1454,services,396,47730.48,42.8,6,54,17.2,5,9.37,300,96,failed
Company 1455,retail,167,97616.48,75.33,3,36,11.47,4,1.01,135,32,partial
Company 1456,technology,85,16265.51,74.52,3,14,76.48,27,5.17,80,5,partial
Company 1457,technology,96,214834.29,87.18,4,51,56.7,47,0.55,90,6,partial
Company 1458,retail,208,69279.99,48.91,5,86,76.53,30,3.51,172,36,successful
Company 1459,services,268,166834.13,50.76,7,12,23.84,3,7.51,214,54,failed
Company 1460,retail,448,25327.96,85.13,3,23,44.63,35,1.84,411,37,partial
Company 1461,healthcare,451,28608.75,48.97,3,43,88.13,23,0.85,385,66,partial
Company 1462,manufacturing,21,23634.9,68.17,4,65,24.59,33,1.82,16,5,failed
Company 1463,technology,359,73147.86,83.9,7,13,15.23,19,0.8,320,39,partial
Company 1464,retail,163,63119.6,79.07,7,21,65.54,3,4.28,152,11,partial
Company 1465,healthcare,114,41293.92,52.64,4,21,60.54,3,0.21,102,12,partial
Company 1466,healthcare,286,26602.08,58.24,6,55,90.92,32,0.48,244,42,partial
Company 1467,retail,36,21735.95,98.14,7,8,87.05,32,0.46,35,1,successful
Company 1468,technology,180,57596.26,66.92,7,59,73.7,18,1.81,158,22,partial
Company 1469,healthcare,285,41255.12,42.67,6,38,11.63,6,0.34,222,63,failed
Company 1470,technology,150,34596.73,53.18,5,30,50.83,39,0.33,127,23,successful
Company 1471,services,304,206420.7,60.55,7,77,86.17,10,3.74,261,43,partial
Company 1472,technology,240,56057.85,99.97,3,73,46.86,11,0.31,219,21,partial
Company 1473,technology,403,165385.49,58.16,4,72,91.78,24,2.94,357,46,partial
Company 1474,manufacturing,107,39081.26,41.58,6,79,65.46,36,0.64,90,17,partial
Company 1475,manufacturing,47,72825.47,70.78,2,21,19.3,49,0.1,39,8,partial
Company 1476,manufacturing,274,57274.98,45.02,5,77,53.29,32,0.88,218,56,failed
Company 1477,retail,143,15396.6,56.44,7,16,69.13,48,2.76,122,21,partial
Company 1478,services,359,187713.22,99.54,3,30,15.56,33,1.08,316,43,partial
Company 1479,manufacturing,64,53738.08,82.28,6,50,39.3,42,0.3,53,11,partial
Company 1480,manufacturing,296,108785.64,43.04,4,67,70.95,11,1.91,242,54,partial
Company 1481,retail,495,32806.34,66.92,7,52,23.35,5,3.59,414,81,partial
Company 1482,technology,64,52476.7,50.3,5,50,39.61,34,1.66,52,12,partial
Company 1483,manufacturing,164,29927.05,47.38,2,34,68.64,48,11.55,136,28,partial
Company 1484,technology,425,160941.91,75.22,6,53,75.92,37,2.55,385,40,partial
Company 1485,manufacturing,276,76812.87,70.34,2,43,54.07,19,1.97,251,25,partial
Company 1486,technology,103,80309.47,84.57,3,43,91.33,26,1.03,95,8,partial
Company 1487,services,122,177468.31,93.54,7,53,88.65,8,1.55,111,11,partial
Company 1488,manufacturing,387,151005.73,54.8,7,54,50.24,18,1.35,319,68,failed
Company 1489,services,433,110445.12,95.38,2,30,23.62,35,4.96,410,23,partial
Company 1490,manufacturing,193,19199.09,71.08,4,13,75.7,10,0.65,169,24,partial
Company 1491,technology,247,34319.08,55.53,2,27,30.67,25,6.23,207,40,partial
Company 1492,services,395,26819.63,90.75,3,37,81.64,16,2.25,385,10,successful
Company 1493,manufacturing,104,107154.5,42.13,7,15,59.91,26,3.47,79,25,failed
Company 1494,healthcare,119,68632.51,73.57,3,16,43.5,38,4.68,106,13,partial
Company 1495,retail,391,19684.56,83.3,5,85,57.29,44,3.47,348,43,partial
Company 1496,manufacturing,109,51482.88,56.8,6,25,55.29,22,1.51,92,17,partial
Company 1497,services,389,18118.89,91.81,7,66,88.6,41,0.1,356,33,failed
Company 1498,manufacturing,258,57381.36,54.42,4,12,28.22,36,11.6,205,53,failed
Company 1499,retail,495,15925.9,90.39,6,87,88.89,46,0.59,451,44,partial
Company 1500,healthcare,35,91405.6,44.71,4,19,12.66,37,0.4,27,8,failed
Company 1501,healthcare,474,81013.42,49.6,2,36,75.38,28,3.15,396,78,partial
Company 1502,services,128,275504.38,62.86,3,70,88.17,34,2.94,110,18,partial
Company 1503,retail,36,117983.33,91.24,6,18,43.49,17,0.47,34,2,partial
Company 1504,retail,367,42687.81,48.68,6,49,16.21,34,9.02,270,97,failed
Company 1505,services,275,115203.58,92.53,5,70,78.4,36,3.8,238,37,partial
Company 1506,manufacturing,421,19572.27,53.78,6,3,81.64,31,4.94,386,35,partial
Company 1507,healthcare,72,27723.12,67.15,6,3,38.58,7,0.47,62,10,partial
Company 1508,manufacturing,58,78160.06,61.16,4,71,54.08,27,0.31,48,10,partial
Company 1509,technology,292,10650.91,47.09,3,24,78.8,36,2.95,249,43,partial
Company 1510,healthcare,443,58120.36,96.66,7,81,26.32,12,0.56,390,53,partial
Company 1511,technology,214,26470.58,66.29,7,83,63.46,40,0.93,178,36,partial
Company 1512,technology,402,64928.74,81.42,2,79,46.6,42,6.33,350,52,partial
Company 1513,manufacturing,454,25281.06,74.52,6,89,24.83,28,0.1,361,93,failed
Company 1514,healthcare,437,84069.45,70.1,2,74,80.67,48,5.04,377,60,partial
Company 1515,services,264,60807.11,76.99,7,35,37.6,43,1.14,212,52,partial
Company 1516,retail,355,183559.24,93.9,5,89,89.43,24,1.84,341,14,successful
Company 1517,technology,272,60197.59,81.96,6,31,58.36,44,4.82,243,29,partial
Company 1518,services,343,32373.19,71.95,6,53,53.73,46,4.09,303,40,partial
Company 1519,technology,292,49143.08,78.71,5,1,45.98,8,10.84,263,29,partial
Company 1520,technology,272,20426.96,76.38,3,86,44.06,49,11.45,231,41,partial
Company 1521,retail,229,82860.17,65.99,6,53,79.53,3,1.56,201,28,partial
Company 1522,manufacturing,333,95978.57,77.49,5,85,67.59,25,0.82,295,38,partial
Company 1523,services,380,431644.16,66.61,5,32,75.76,47,0.77,327,53,partial
Company 1524,healthcare,461,36407.54,85.46,3,28,45.79,37,3.57,397,64,partial
Company 1525,healthcare,314,48327.9,98.13,2,47,32.22,15,1.39,282,32,successful
Company 1526,technology,68,37774.64,97.59,5,77,17.38,33,1.62,58,10,partial
Company 1527,retail,301,70947.18,89.24,4,49,76.02,13,3.3,290,11,successful
Company 1528,manufacturing,171,81255.39,76.11,5,71,45.3,14,3.65,148,23,partial
Company 1529,technology,32,57371.34,84.96,4,20,53.28,45,1.74,28,4,partial
Company 1530,retail,54,142780.07,50.68,7,70,49.89,5,3.75,43,11,failed
Company 1531,retail,303,36549.27,68.74,6,66,46.65,48,2.18,257,46,partial
Company 1532,technology,473,131786.6,55.44,4,80,68.13,24,0.82,393,80,partial
Company 1533,manufacturing,262,92115.48,40.21,6,6,61.74,6,1.07,221,41,partial
Company 1534,healthcare,233,59300.68,98.0,5,35,92.62,39,3.97,225,8,successful
Company 1535,technology,62,46539.22,91.83,5,8,21.81,5,0.31,53,9,partial
Company 1536,manufacturing,344,417205.51,70.82,5,36,58.75,18,4.48,278,66,partial
Company 1537,healthcare,46,31144.5,55.25,7,68,15.38,14,1.05,36,10,failed
Company 1538,healthcare,423,75989.2,81.58,3,57,78.67,39,0.29,392,31,partial
Company 1539,services,411,32853.87,66.09,4,68,62.39,21,9.21,342,69,partial
Company 1540,retail,495,249820.17,88.2,3,66,46.41,33,2.94,455,40,partial
Company 1541,services,156,121717.86,99.97,5,89,78.19,6,0.1,145,11,partial
Company 1542,technology,97,34798.17,60.94,7,79,48.68,35,0.39,84,13,partial
Company 1543,retail,163,90226.28,54.66,5,53,29.36,36,2.27,137,26,failed
Company 1544,technology,403,73582.06,56.04,3,78,50.16,16,0.13,343,60,partial
Company 1545,manufacturing,125,39604.59,45.6,7,5,16.02,44,1.0,96,29,failed
Company 1546,retail,445,109812.69,63.64,6,65,86.32,25,1.65,390,55,partial
Company 1547,technology,94,81751.9,41.05,4,47,72.13,34,5.12,81,13,partial
Company 1548,healthcare,43,71150.95,46.86,2,86,74.63,11,1.07,36,7,partial
Company 1549,retail,125,57899.51,56.3,4,45,84.33,46,2.36,111,14,partial
Company 1550,retail,381,84528.46,49.59,6,16,77.28,14,3.27,313,68,partial
Company 1551,technology,309,71934.42,83.93,5,65,46.71,32,0.48,289,20,partial
Company 1552,retail,190,62772.64,46.34,3,85,20.08,7,2.4,140,50,failed
Company 1553,retail,334,35853.17,91.96,2,2,41.74,5,1.94,288,46,partial
Company 1554,retail,331,232120.75,53.27,7,6,89.4,8,2.09,291,40,partial
Company 1555,technology,286,25839.61,46.52,4,59,90.67,47,0.48,222,64,failed
Company 1556,healthcare,266,84297.63,40.61,6,50,75.27,12,2.09,211,55,partial
Company 1557,services,68,46342.16,82.91,4,49,27.38,44,0.4,64,4,partial
Company 1558,manufacturing,144,244663.19,55.4,2,9,26.53,30,1.81,118,26,partial
Company 1559,manufacturing,273,29062.79,70.57,4,51,84.78,7,9.89,229,44,partial
Company 1560,services,84,33249.31,46.7,6,51,22.06,23,0.7,66,18,failed
Company 1561,services,248,27560.68,99.12,4,76,59.65,25,4.72,219,29,partial
Company 1562,manufacturing,76,77557.28,47.52,5,35,42.15,15,0.83,64,12,successful
Company 1563,services,397,19961.48,64.72,4,31,35.67,31,2.88,324,73,partial
Company 1564,services,69,40830.2,91.1,4,8,67.58,43,1.83,66,3,successful
Company 1565,healthcare,64,10701.16,54.69,3,51,91.56,44,6.59,53,11,partial
Company 1566,manufacturing,326,72572.19,56.02,3,58,76.1,27,0.97,304,22,partial
Company 1567,technology,125,40127.94,88.51,3,25,51.32,44,8.87,115,10,partial
Company 1568,technology,188,18206.88,56.4,6,66,47.46,46,0.91,154,34,partial
Company 1569,manufacturing,170,142698.25,40.17,4,84,87.15,7,4.49,137,33,partial
Company 1570,manufacturing,123,21033.39,65.67,6,16,59.14,32,2.61,106,17,partial
Company 1571,retail,385,113272.87,40.75,3,51,52.21,39,0.98,301,84,failed
Company 1572,manufacturing,352,34172.19,94.59,3,62,68.04,3,4.1,314,38,partial
Company 1573,manufacturing,134,215616.6,78.51,7,2,30.16,31,20.23,121,13,failed
Company 1574,services,349,109058.58,74.98,7,16,15.42,45,2.37,292,57,partial
Company 1575,technology,362,26730.53,52.1,4,36,82.68,15,4.81,288,74,failed
Company 1576,technology,278,28748.3,82.0,3,13,61.62,43,0.67,245,33,partial
Company 1577,healthcare,297,97189.71,80.64,6,32,24.01,46,2.54,265,32,partial
Company 1578,services,468,48537.77,43.63,2,14,35.33,32,5.63,374,94,failed
Company 1579,services,237,52288.2,92.85,4,80,94.14,32,12.41,216,21,partial
Company 1580,services,204,165676.29,74.76,5,54,63.93,28,0.7,187,17,partial
Company 1581,services,278,32894.11,87.55,6,30,64.07,22,3.69,248,30,partial
Company 1582,retail,421,64410.7,55.77,2,70,16.13,24,0.78,340,81,partial
Company 1583,retail,360,128502.32,47.32,2,2,92.36,27,0.1,312,48,partial
Company 1584,retail,56,114381.43,82.15,3,54,85.89,25,1.24,52,4,partial
Company 1585,manufacturing,240,52696.79,87.63,2,61,56.56,41,6.78,210,30,partial
Company 1586,services,375,47518.54,63.16,5,73,36.3,39,0.84,305,70,partial
Company 1587,retail,127,14897.48,41.42,7,20,69.33,19,0.68,110,17,partial
Company 1588,manufacturing,494,25719.48,89.1,3,53,80.84,27,2.36,469,25,partial
Company 1589,retail,407,77241.13,52.37,4,69,76.82,13,2.0,340,67,partial
Company 1590,technology,426,53620.9,60.34,3,71,93.05,11,1.04,366,60,partial
Company 1591,technology,59,63572.84,77.69,2,16,64.13,20,0.1,57,2,successful
Company 1592,technology,298,137503.26,46.0,6,87,37.3,5,1.18,237,61,failed
Company 1593,services,273,23159.06,44.32,3,25,52.32,43,2.04,222,51,partial
Company 1594,retail,320,49565.77,41.54,5,35,79.39,8,1.47,263,57,partial
Company 1595,services,428,69631.25,95.0,6,18,32.55,18,0.33,404,24,partial
Company 1596,healthcare,189,34087.02,58.68,7,14,29.67,14,0.34,159,30,partial
Company 1597,technology,276,188185.17,79.64,3,23,71.61,12,0.23,252,24,partial
Company 1598,technology,346,123855.33,99.35,5,13,47.78,20,0.42,326,20,partial
Company 1599,services,381,75516.52,80.17,7,66,79.41,36,1.15,347,34,partial
Company 1600,retail,389,251547.07,71.51,4,54,22.21,44,0.35,324,65,failed
Company 1601,services,181,18049.69,71.26,2,35,38.53,11,4.63,161,20,partial
Company 1602,technology,499,59505.2,62.62,3,49,32.79,14,0.7,433,66,partial
Company 1603,healthcare,24,80263.45,75.99,6,54,69.32,25,0.37,22,2,successful
Company 1604,services,256,28806.49,97.53,6,17,74.54,18,4.49,255,1,successful
Company 1605,technology,312,76158.47,87.28,3,27,48.76,40,0.95,283,29,partial
Company 1606,retail,49,24704.33,65.45,3,79,50.63,13,1.15,42,7,partial
Company 1607,services,236,104031.17,59.95,3,2,21.22,21,0.43,205,31,partial
Company 1608,retail,306,139562.5,93.01,3,86,69.66,28,1.58,286,20,partial
Company 1609,retail,311,74448.79,48.15,6,86,94.35,20,2.87,269,42,partial
Company 1610,retail,77,13599.14,90.98,7,23,76.12,32,0.76,74,3,partial
Company 1611,retail,153,27627.45,55.3,2,29,28.96,40,0.33,135,18,partial
Company 1612,healthcare,137,94067.51,82.94,6,19,62.97,28,0.49,123,14,partial
Company 1613,healthcare,327,60898.2,88.37,6,50,35.07,24,11.39,282,45,partial
Company 1614,retail,177,10000.0,68.62,5,20,12.57,47,0.94,147,30,partial
Company 1615,services,294,161823.95,51.54,7,71,25.28,49,6.87,226,68,failed
Company 1616,technology,370,66791.11,90.69,2,35,18.72,49,0.69,303,67,partial
Company 1617,technology,402,31093.07,62.05,6,87,26.65,3,12.47,332,70,partial
Company 1618,manufacturing,108,132715.69,59.24,2,76,77.63,42,1.46,89,19,partial
Company 1619,services,453,34820.72,70.6,7,36,34.89,45,2.57,388,65,partial
Company 1620,technology,99,34518.07,66.11,4,54,74.35,40,0.25,83,16,partial
Company 1621,technology,30,79752.4,80.98,2,3,90.65,38,1.65,29,1,successful
Company 1622,manufacturing,41,248906.04,48.23,6,7,58.81,20,1.83,34,7,partial
Company 1623,services,116,219447.82,66.14,6,46,51.26,37,11.59,94,22,partial
Company 1624,technology,439,79839.14,93.5,4,43,73.76,30,5.98,410,29,successful
Company 1625,retail,119,86673.94,42.16,3,36,18.25,42,2.2,90,29,failed
Company 1626,healthcare,352,112780.55,67.44,2,9,46.4,19,5.83,299,53,partial
Company 1627,retail,220,21903.75,79.63,7,75,52.4,37,0.13,192,28,partial
Company 1628,technology,39,100239.61,93.26,3,37,80.64,39,10.65,37,2,partial
Company 1629,technology,233,33280.98,75.63,7,42,79.21,42,2.66,205,28,partial
Company 1630,retail,33,77248.47,89.47,5,36,82.1,11,6.11,30,3,partial
Company 1631,manufacturing,248,49912.46,53.36,6,45,69.32,43,2.23,210,38,partial
Company 1632,services,288,89408.11,61.17,6,58,55.1,13,8.49,244,44,partial
Company 1633,manufacturing,270,65807.08,96.53,7,68,80.37,47,4.5,263,7,successful
Company 1634,healthcare,155,10000.0,93.16,2,49,84.23,4,8.04,139,16,partial
Company 1635,services,387,69086.41,73.48,7,15,50.84,13,4.09,338,49,partial
Company 1636,retail,306,100079.72,68.53,2,78,93.78,31,2.77,281,25,partial
Company 1637,retail,142,85540.28,67.06,7,26,84.36,28,4.06,136,6,successful
Company 1638,services,228,55156.58,43.53,3,2,53.39,35,4.39,183,45,failed
Company 1639,technology,72,222733.07,93.54,7,4,15.89,21,4.18,63,9,partial
Company 1640,healthcare,463,76810.64,89.09,2,69,29.08,3,7.54,402,61,partial
Company 1641,healthcare,381,84977.23,67.38,4,35,75.99,32,6.03,330,51,partial
Company 1642,technology,158,138080.69,56.77,5,3,19.45,27,7.63,126,32,failed
Company 1643,manufacturing,343,80023.4,60.58,7,73,49.93,26,1.14,287,56,partial
Company 1644,technology,345,29190.13,47.39,2,28,61.41,20,10.17,301,44,failed
Company 1645,technology,312,10000.0,83.31,2,88,84.66,44,1.98,268,44,partial
Company 1646,manufacturing,45,40876.2,73.4,5,79,82.0,40,0.71,42,3,partial
Company 1647,retail,441,110057.3,54.05,2,5,74.96,11,0.63,380,61,partial
Company 1648,healthcare,478,45139.95,77.38,6,62,44.65,4,1.85,417,61,partial
Company 1649,services,487,113657.26,98.75,2,54,22.09,11,0.63,456,31,partial
Company 1650,services,490,67439.25,47.34,7,16,66.92,5,1.41,422,68,partial
Company 1651,retail,465,167787.38,67.51,5,31,25.41,36,6.96,383,82,partial
Company 1652,retail,374,47279.24,69.65,7,44,57.71,32,0.57,334,40,partial
Company 1653,retail,47,87037.28,50.01,2,14,93.36,24,2.89,41,6,partial
Company 1654,technology,243,89743.25,71.89,3,65,56.78,30,2.36,213,30,partial
Company 1655,services,137,199044.06,76.36,4,25,64.87,40,0.24,123,14,partial
Company 1656,retail,125,15285.96,49.44,2,84,67.59,42,1.31,105,20,partial
Company 1657,technology,418,41492.72,49.28,2,72,80.58,23,3.59,331,87,failed
Company 1658,services,410,118044.02,91.38,3,57,46.97,30,4.93,353,57,partial
Company 1659,retail,270,206223.78,58.68,6,11,52.29,30,2.34,221,49,partial
Company 1660,technology,373,72551.88,77.82,6,3,24.96,47,2.56,326,47,partial
Company 1661,technology,82,47374.37,77.61,2,13,62.25,38,6.73,70,12,partial
Company 1662,manufacturing,126,109720.85,90.35,2,45,35.14,17,5.74,109,17,partial
Company 1663,healthcare,433,119965.82,84.39,5,70,53.15,44,0.68,368,65,partial
Company 1664,technology,236,44903.48,90.43,4,14,75.16,21,1.2,234,2,successful
Company 1665,services,282,77982.98,77.51,6,63,11.49,38,3.16,225,57,failed
Company 1666,services,242,153955.95,66.97,3,5,57.93,48,2.19,205,37,successful
Company 1667,services,117,271676.47,63.61,4,24,24.74,41,3.17,98,19,partial
Company 1668,technology,416,108454.28,62.74,3,54,33.75,8,2.15,365,51,partial
Company 1669,technology,383,62026.14,65.1,3,74,12.95,12,3.12,304,79,failed
Company 1670,services,348,57339.2,47.76,6,70,24.4,40,2.24,270,78,failed
Company 1671,retail,189,93518.75,65.44,4,48,93.86,8,1.01,177,12,partial
Company 1672,manufacturing,328,54582.12,63.37,5,4,94.87,3,7.78,306,22,partial
Company 1673,healthcare,477,69683.05,42.07,2,27,71.19,15,0.29,407,70,partial
Company 1674,technology,331,25685.94,56.51,5,70,62.01,25,1.52,270,61,partial
Company 1675,healthcare,257,168998.61,85.11,4,8,76.05,9,2.63,245,12,successful
Company 1676,services,149,24049.08,74.68,7,63,86.21,10,6.29,127,22,partial
Company 1677,healthcare,270,42374.86,88.37,4,63,54.14,18,2.13,236,34,partial
Company 1678,retail,198,64736.12,72.56,2,67,13.0,31,0.1,171,27,partial
Company 1679,services,313,294427.92,91.25,6,20,70.3,28,5.9,304,9,partial
Company 1680,manufacturing,41,42695.71,87.76,2,22,93.69,40,4.3,40,1,successful
Company 1681,healthcare,111,35143.23,45.9,7,18,31.93,49,2.07,84,27,failed
Company 1682,services,397,38535.94,98.62,4,36,49.39,4,2.26,352,45,partial
Company 1683,healthcare,202,225735.16,40.88,6,47,40.71,35,1.31,156,46,failed
Company 1684,retail,227,10000.0,75.81,5,11,43.19,10,7.81,198,29,partial
Company 1685,technology,281,26844.32,87.55,4,51,71.32,19,0.43,247,34,partial
Company 1686,technology,230,500000.0,59.91,5,22,42.16,19,3.41,193,37,partial
Company 1687,manufacturing,384,96057.83,75.91,3,51,89.99,35,2.32,370,14,successful
Company 1688,manufacturing,137,24716.15,61.73,2,27,77.12,15,2.89,122,15,partial
Company 1689,manufacturing,384,57899.59,43.64,6,85,12.35,45,3.24,290,94,failed
